,document_name,sentence,potential_measurements
602,S0021979713004438-1401.txt,"In neutral solution, the ξ-potential has been found to be slightly positive [27,28].",[]
603,S0021979713004438-1401.txt,"The water contact angle on our hematite surface is 69 ± 3°, and the open circuit potential relative to Ag/AgCl is −0.72 V, which is similar to that of iron due to the small thickness of the oxide layer.","[['CARDINAL', 153, 154], ['ORG', 165, 168]]"
604,S2211124712002884-649.txt,Values of control line 20 were set to 100% (n = 3–4 independent cultures).,"[['CARDINAL', 19, 20], ['PERCENT', 23, 25], ['CARDINAL', 28, 29]]"
605,S0019103512004009-2930.txt,"With regard to the upper boundary conditions, we demonstrate that for HD209458b the extrapolated ‘outflow’ boundary conditions (e.g., Tian et al., 2005) are consistent with recent results from kinetic theory (Volkov et al., 2011a,b) as long as the upper boundary is at a sufficiently high altitude – although uncertainties regarding the interaction of the atmosphere with the stellar wind may limit the validity of both boundary conditions.","[['PERSON', 94, 95], ['DATE', 99, 100], ['PERSON', 110, 111], ['DATE', 115, 116]]"
606,S0019103512004009-2930.txt,(2009) and our own estimates (Section 3.1).,"[['DATE', 193, 194], ['LAW', 200, 202]]"
607,S0019103512004009-2930.txt,(2012) (Paper II) compares our results directly with the observations.,"[['DATE', 239, 240]]"
608,S095741741101342X-2624.txt,"The following significance diagram displays the average rank of the classifiers at an 85% good, 15% bad class split:","[['PERCENT', 13, 15], ['PERCENT', 17, 19]]"
609,S0378383912000130-3662.txt,"The groundwater module was used only for the 8.5 mm beach, where the groundwater response was directly observed at bore arrival.","[['QUANTITY', 8, 10]]"
610,S0378383912000130-3662.txt,"In the 1.5 mm beach the groundwater levels were not affected during the swash event, because the wetting front did not reach the groundwater within the swash cycle, due to the low permeability of the beach.","[['QUANTITY', 25, 27]]"
611,S0378383912000130-3662.txt,This means that the simulation for the 1.5 mm beach is carried out with a constant groundwater level equal to the initial groundwater level.,"[['QUANTITY', 69, 71]]"
612,S2211124712002884-1110.txt,iPSC colonies were detached with accutase (Millipore) and grown as embryoid bodies (EBs) in suspension for 5–6 days in iPSC medium without basic fibroblast growth factor.,"[['DATE', 20, 22]]"
613,S2211124712002884-1110.txt,Ten-day-old rosettes were collected and grown in suspension as neurospheres.,"[['DATE', 40, 45]]"
614,S2211124712002884-1110.txt,"Neurospheres were dissociated after 3–4 weeks, and the cells were plated on glass coverslips (BD Biosciences) or plates coated with poly-D-lysine (0.1 mg/ml) and laminin (10 μg/m).","[['DATE', 59, 61], ['ORG', 71, 73], ['CARDINAL', 84, 85], ['CARDINAL', 92, 93]]"
615,S2211124712002884-1110.txt,Neurons were used after 2-4 weeks in culture.,"[['DATE', 102, 106]]"
616,S0019103512003995-2681.txt,"With a cutoff level at 5Rp for the ions only, the M7 model yields line-integrated transit depths of 3.9%, 8%, and 5.8% in the C II 1334.5 Å, C II 1335.7 Å, and Si III lines, respectively, if 40% of silicon is Si2+.","[['GPE', 46, 47], ['PERCENT', 55, 57], ['PERCENT', 58, 60], ['PERCENT', 62, 64], ['PERCENT', 84, 86]]"
617,S0019103512003995-2681.txt,These values agree with the observed values to better than 2σ.,"[['CARDINAL', 102, 103]]"
618,S0019103512003995-2681.txt,"Similarly, by extending the cutoff level of the C2 model to 5Rp, we obtained transit depths of 3.2%, 6.7%, and 4.6% in the C II 1334.5 Å, C II 1335.7 Å, and Si III lines, respectively (see Table 2).","[['PERCENT', 123, 125], ['PERCENT', 126, 128], ['PERCENT', 130, 132], ['LAW', 152, 154]]"
619,S0019103512003995-2681.txt,The transit depths predicted by the M7 model are higher partly because the mean temperature of 8250 K is higher than the corresponding temperature in the C2 model (Paper I).,"[['GPE', 179, 180], ['PERSON', 189, 191]]"
620,S0378112713005288-2036.txt,"Rowan is primarily dispersed through ingestion by birds, particularly various thrush species (Raspe et al., 2000), while oak relies on hoarding by both birds and mammals but especially Garrulus glandarius (jay) and Apodemus sylvaticus (wood mouse)","[['PERSON', 22, 23], ['DATE', 41, 42], ['NORP', 62, 63]]"
621,S0378112713005288-2036.txt,"(Forget et al., 2004), both of which occur at the study sites.","[['DATE', 74, 75]]"
622,S0378112713005288-2036.txt,"Previous work in central Europe has demonstrated that the majority of oak regeneration occurs within 100 m of a seed source and declines rapidly at greater distances (Mirschel et al., 2011).","[['LOC', 108, 109], ['CARDINAL', 119, 120], ['DATE', 137, 138]]"
623,S0378112713005288-2036.txt,"However, our findings are in contrast to previous work carried out in lowland sites in the UK that found positive relationships between the number of oak seedlings and distance to parent trees but no significant effect for birch seedlings (Harmer et al., 2005), possibly indicating differences between the shelterwood examined by Harmer et al.","[['GPE', 157, 158], ['DATE', 186, 187]]"
624,S0378112713005288-2036.txt,(2005) and the more extensive clearfells that we considered.,"[['DATE', 202, 203]]"
625,S0019103512003995-2737.txt,"In Paper I we noted that the stellar XUV flux, or the corresponding alternative heat source, would have to be 5–10 stronger than the average solar flux to produce a mean temperature between 8000 and 9000 K.","[['ORG', 8, 9], ['CARDINAL', 22, 23], ['CARDINAL', 37, 38]]"
626,S0019103512003995-2737.txt,"Indeed, higher temperatures broaden absorption in the wings of the line profiles and may help to explain the in-transit flux differences better (see Fig. 7).","[['PERSON', 96, 97]]"
627,S0019103512003995-2737.txt,"Also, mass loss rates of 109–1010 kg s−1 lead to the loss of 10–100% of the planet’s mass over the estimated lifetime of the system, and this probably limits reasonable energy inputs to less than ∼10 times the solar average on HD209458b.","[['QUANTITY', 158, 160], ['PERCENT', 166, 168]]"
628,S0019103513005058-4302.txt,"As stated previously, there is considerable uncertainty in the input rate of odd nitrogen (N and NO) species from the martian ionosphere to the neutral atmosphere (Krasnopolsky, 1993).","[['PERSON', 30, 31], ['DATE', 32, 33]]"
629,S0019103513005058-4302.txt,"In his own model of the neutral atmosphere, Krasnopolsky considers cases both with and without input of odd nitrogen from the upper atmosphere (Krasnopolsky, 1993).","[['PERSON', 44, 45], ['PERSON', 60, 61], ['DATE', 62, 63]]"
630,S0019103513005058-4302.txt,5.,"[['CARDINAL', 104, 105]]"
631,S0019103513005058-4302.txt,The lowest input of odd nitrogen corresponds to 3.5–6.1 (×10−4) wt.% N accumulated over 3 byr and mixed into 1.5–2.6 m of soil.,"[['CARDINAL', 114, 115], ['CARDINAL', 122, 123], ['CARDINAL', 127, 128]]"
632,S0378112713005288-1720.txt,We studied the tree regeneration and ground flora on 15 upland sites (altitudes ranging from 120 m to 380 m above sea level) that had been clearfelled of conifers.,"[['CARDINAL', 57, 58], ['CARDINAL', 64, 65], ['CARDINAL', 67, 68]]"
633,S0378112713005288-1720.txt,"Mean regeneration densities of native tree species on clearcut sites were typically greater than 1000 stems/ha, exceeding minimum recommended planting densities for the establishment of new native woodland.","[['CARDINAL', 119, 120]]"
634,S0378112713005288-1720.txt,"Whilst 10 native woody tree species were recorded, the regeneration was dominated by birch species.","[['CARDINAL', 138, 139]]"
635,S2211124712002884-705.txt,"(D) PGRN secreted into the medium over 24 hr of microglia derived from control, sporadic, and PGRN S116X iPSCs.","[['CARDINAL', 9, 10], ['ORG', 20, 21]]"
636,S2211124712002884-705.txt,The average of values for control lines was set to 100%.,"[['PERCENT', 34, 36]]"
637,S0019103512004009-5033.txt,The H/H+ transition in the MC09 model occurs near 1.4Rp.,"[['PRODUCT', 7, 8], ['CARDINAL', 11, 12]]"
638,S0019103512004009-5033.txt,"If we replace the gray approximation with the full solar spectrum in this model, the H/H+ transition moves higher to 2–3Rp.","[['CARDINAL', 36, 37]]"
639,S0019103512004009-5033.txt,This is why the temperature at the 30 nbar level in the C2 model is 3800 K and not 1000 K.,"[['CARDINAL', 71, 72], ['PERSON', 79, 81]]"
640,S0019103512004009-5033.txt,"In order to test the effect of higher temperatures in the lower thermosphere, we extended the MC09 model to p0 = 1 μbar (with T0 = 1300 K) and again used the full solar spectrum for heating and ionization.","[['PRODUCT', 102, 103], ['CARDINAL', 107, 108]]"
641,S0019103512004009-5033.txt,(2009) and Guo (2011) lead to an underestimated overall density of H and an overestimated ion fraction.,"[['DATE', 169, 170], ['PERSON', 172, 173], ['DATE', 174, 175]]"
642,S0019103512004009-5033.txt,"Thus their density profiles yield a H Lyman α transit depth of the order of 2–3% i.e., not significantly higher than the visible transit depth.","[['PERCENT', 205, 207]]"
643,S2213671113000908-979.txt,"GFP-expressing H9, BBHX8, and A1ATD-1 cells were generated by stable transfection using lipofectamine 2000 (Invitrogen) as described previously (Vallier et al., 2001).","[['ORG', 0, 1], ['ORG', 3, 4], ['ORG', 5, 6], ['CARDINAL', 8, 9], ['PERSON', 25, 26], ['DATE', 30, 31]]"
644,S2213671113000908-979.txt,"Wells were visually inspected 12 hr after plating, and wells containing a single GFP-positive hFSC were selected for clonal expansion.","[['CARDINAL', 72, 73], ['ORG', 82, 83]]"
645,S0167819113001051-1550.txt,As expected our design did not deadlock whereas a conventional unit deadlocked roughly 2% of the times that a glitch appears.,"[['PERCENT', 12, 15]]"
646,S0032063312003054-2264.txt,"The gyroradius of heavy-ions with energies around ∼10eV at the location of the accelerated electron signature is around 100 km, which is of a similar spatial scale to the horizontal size of a closed crustal magnetic field line at 400 km.","[['QUANTITY', 132, 134]]"
647,S1359645413009816-2243.txt,"Crystallite sizes were determined by a scanning electron microscope (LEO 1525 field emission scanning electron microscope, with a nominal resolution of 1.5 nm at 20 kV) equipped with a backscattering detector.","[['ORG', 10, 12], ['CARDINAL', 23, 24], ['CARDINAL', 26, 27]]"
648,S1359645413009816-2243.txt,"For correlating the dilatometric length changes with modifications of microstructure, microscopy samples were prepared from the same part of the HPT disk as the dilatometric samples and subsequently annealed under identical conditions in the dilatometer up to predefined temperatures at a heating rate of 5 K/min, followed by rapid cooling to ambient temperature at a rate of about 30 K/min.","[['CARDINAL', 80, 81], ['CARDINAL', 96, 98]]"
649,S0927024813001955-679.txt,"A thin ZnO (<200 nm) film grown by Atmospheric Atomic Layer Deposition (AALD) in a matter of minutes was studied as a hole-blocking layer in poly(3-hexylthiophene-2,5-diyl):[6,6]-phenyl-C61-buyric acid methyl ester (P3HT:PCBM) based inverted solar cells.","[['CARDINAL', 5, 6], ['PERSON', 11, 15], ['TIME', 22, 23], ['PERSON', 45, 46]]"
650,S0927024813001955-679.txt,"These AALD ZnO layers were compact, had a high electron mobility of 3.4+0.1 cm2/Vs, had up to 100% transmittance to visible light, and a good wettability for the blend.","[['CARDINAL', 67, 68], ['PERCENT', 75, 77]]"
651,S0927024813001955-679.txt,The performance was also maintained after 200 days of storage in air in the dark.,"[['DATE', 129, 131]]"
652,S0006322312001096-1271.txt,"We measured depressive symptoms using validated instruments, such as the General Health Questionnaire and CES-D, and information on prescribed antidepressant medication use (26,29,49).","[['ORG', 19, 23]]"
653,S0006322312001096-1271.txt,"These instruments are not designed to make a psychiatric diagnosis of first or recurrent major depression (26,29); they defined only partially overlapping case populations and some misclassification occurred because antidepressants are also prescribed for conditions other than depression.","[['ORDINAL', 50, 51], ['CARDINAL', 56, 57]]"
654,S0006322312001096-1271.txt,"Nevertheless, the associations of manifest CHD and stroke with depressive symptoms in our study are in agreement with previous research linking vascular disease to depressive symptoms and clinical depression (4,35–38,44).","[['ORG', 87, 88]]"
655,S0006322312001096-1271.txt,"Furthermore, in a validation study of 274 elderly participants from our cohort, sensitivity and specificity of the questionnaire measures with depression diagnosed based on structured psychiatric interview as the criterion are high, almost 90% for CES-D depressive symptoms and approximately 80% for GHQ symptoms.","[['CARDINAL', 122, 123], ['PERCENT', 150, 153], ['PERCENT', 160, 163], ['ORG', 164, 165]]"
656,S0006322312001096-1202.txt,"Second, at phases 7 and 9, depressive symptoms were also assessed using the Center for Epidemiologic Studies Depression Scale (CES-D) (note that CES-D was not included in earlier screening phases of our study) (29).","[['ORDINAL', 0, 1], ['CARDINAL', 4, 5], ['CARDINAL', 6, 7], ['ORG', 14, 21], ['CARDINAL', 44, 45]]"
657,S0006322312001096-1202.txt,"The 20 items of the CES-D measure symptoms associated with depression; participants are asked to score the frequency of occurrence of specific symptoms during the previous week on a four point scale (0 = less than one day, 1 = 1–2 days, 2 = 3–4 days, and 3 = 5–7 days).","[['CARDINAL', 48, 49], ['DATE', 74, 77], ['CARDINAL', 79, 80], ['CARDINAL', 83, 84], ['CARDINAL', 90, 91], ['CARDINAL', 95, 96], ['DATE', 97, 99], ['CARDINAL', 101, 102]]"
658,S0006322312001096-1202.txt,"These items are summed to yield a total score between 0 and 60, with participants scoring ≥16 defined as having CES-D depressive symptoms (30).","[['CARDINAL', 116, 120], ['ORG', 124, 125], ['CARDINAL', 134, 135]]"
659,S0006322312001096-1202.txt,"In a validation study of 274 Whitehall II participants, sensitivity and specificity were 89% and 86%, respectively, for CES-D depressive symptoms using a structured psychiatric interview as the criterion.","[['CARDINAL', 142, 143], ['PERCENT', 151, 153], ['PERCENT', 154, 156]]"
660,S2213671113000921-1279.txt,"Based on several previous publications (Khan et al., 2010, 2011), we explored the utility of adeno-associated virus (AAV) as a method to improve gene targeting efficiencies in hPSCs.","[['DATE', 11, 12], ['DATE', 13, 14], ['PRODUCT', 26, 27]]"
661,S2213671113000921-1279.txt,"For SOX2, a gene that is highly expressed in undifferentiated hPSCs, gene targeting rates were greater than 70%.","[['ORG', 40, 41], ['PERCENT', 56, 60]]"
662,S2213671113000921-1279.txt,"Similar targeting efficiencies in hPSCs using AAV have been reported by others (Asuri et al., 2012; Khan et al., 2010, 2011;","[['PRODUCT', 67, 68], ['GPE', 74, 75], ['DATE', 79, 80], ['PERSON', 81, 82], ['DATE', 86, 87], ['DATE', 88, 89]]"
663,S2213671113000921-1279.txt,"Smith-Arica et al., 2003), indicating that AAV offers a highly efficient and robust approach to target genes for HR in hPSCs.","[['ORG', 90, 95], ['DATE', 97, 98], ['PRODUCT', 102, 103]]"
664,S0016236113008041-3012.txt,The fate of trace elements was investigated in a 90 kW oxy-combustion pilot plant fed with coal and limestone [7].,"[['CARDINAL', 9, 10]]"
665,S0016236113008041-3012.txt,"It was shown that 82% of elemental Hg was emitted in the exhaust gas, as was 81% of Cl.","[['PERCENT', 29, 31], ['PERCENT', 43, 45]]"
666,S1389128612002496-6119.txt,12 shows the results for the AWI LDDoS attack.,"[['CARDINAL', 2, 3], ['ORG', 8, 9]]"
667,S1389128612002496-6119.txt,"However, as Tb decreases (from 10 ms to 0.1 ms), the average CAS of the attack flows under the CAS-based approach also decreases.","[['CARDINAL', 44, 45], ['CARDINAL', 47, 48], ['ORG', 53, 54], ['ORG', 60, 61]]"
668,S1389128612002496-6119.txt,"When Tb is around 0.5 ms, the average CAS of the normal TCP flows and the LDDoS flows is about the same.","[['CARDINAL', 71, 72], ['ORG', 76, 77]]"
669,S0038071713001971-1388.txt,Majority (55%) of OTUs in healthy soils were stimulated (encouraged) by a certain set of soil variables but the majorities (63%) in diseased soils were inhibited (discouraged) (Table 1).,"[['PERCENT', 32, 34], ['PERCENT', 56, 58]]"
670,S0378383912000130-3907.txt,"The numerical study shows that when the upwards-driven wetting front has reached the level of the bed surface of the 1.5 mm beach, a pathway is created to release the air, at a higher pressure than atmospheric pressure, entrapped within the beach.","[['QUANTITY', 22, 24]]"
671,S0025322712001600-2230.txt,► We examine a high resolution multi-proxy physical properties from two marine cores.,"[['CARDINAL', 12, 13]]"
672,S0025322712001600-2230.txt,► Little correlation between physical proxies and climate in early Holocene ► Reworking probable cause of poor correlation in Early Holocene ► Possible anthropogenic influence on sedimentation in the last 200 years,"[['ORG', 16, 18], ['PERSON', 26, 29], ['DATE', 44, 48]]"
673,S016412121300188X-4436.txt,"Following prior empirical work (Binkley and Harman, 2005; Harman et al., 2009; Islam et al., 2010a,b), a threshold of 10% is used.","[['ORG', 26, 29], ['DATE', 30, 31], ['DATE', 37, 38], ['ORG', 39, 40], ['DATE', 44, 45], ['PERCENT', 52, 54]]"
674,S016412121300188X-4436.txt,"In other words, a program is said to contain a large coherent cluster if 10% of the program's SDG vertices produce the same backward slice as well as the same forward slice.","[['PERCENT', 72, 74], ['ORG', 78, 79]]"
675,S0019103513005058-3154.txt,"Soluble sulfate was present at 1.3 ± 0.5 wt.% (Kounaves et al., 2010b), along with cations of sodium, potassium, calcium and magnesium.","[['CARDINAL', 31, 32], ['DATE', 41, 42]]"
676,S0019103513005058-3154.txt,"The most surprising result was the presence of perchlorate (ClO4-) at an inferred concentration in the soil of ∼0.5 wt.% (Hecht et al., 2009;","[['EVENT', 76, 78], ['DATE', 84, 85]]"
677,S0019103513005058-3154.txt,"Kounaves et al., 2010a).","[['DATE', 91, 92]]"
678,S0019103513005058-3154.txt,"The dominance of Mg(ClO4)2 is consistent with simulations of evaporation and freezing at the Phoenix landing site (Marion et al., 2010); however, further analysis of data from the WCL suggests that Ca(ClO4)2 may be the dominant form of perchlorate (Kounaves et al., 2012).","[['GPE', 108, 109], ['DATE', 117, 118], ['DATE', 145, 146]]"
679,S0019103513005058-3154.txt,"The perchlorate-sensitive electrode in the WCL experiment was also sensitive to nitrate, but it was 1000 times more sensitive to perchlorate.","[['CARDINAL', 166, 167]]"
680,S0019103513005058-3154.txt,"Thus, the methodology precluded the detection of nitrate because the signal would have required a mass of nitrate that exceeded the mass of the sample (Hecht et al., 2009).","[['DATE', 205, 206]]"
681,S0019103513005058-3154.txt,"Recently, the MSL mission has also confirmed the presence of perchlorate using pyrolysis as part of the SAM experiment (Steininger et al., 2013).","[['GPE', 211, 212], ['ORG', 226, 227], ['DATE', 234, 235]]"
682,S0019103513005058-3154.txt,"Specifically, pyrolysis showed release of chloromethane and O2 from heated soil samples at the Rocknest location, which is consistent with the decomposition of perchlorate (Sutter et al., 2013).","[['CARDINAL', 245, 246], ['ORG', 252, 253], ['DATE', 269, 270]]"
683,S0019103513005058-3154.txt,"If all of the evolved O2 was released from perchlorate, then the samples contained a comparable amount of perchlorate to the samples at the Phoenix landing site (Leshin et al., 2013).","[['CARDINAL', 277, 278], ['GPE', 297, 298], ['DATE', 306, 307]]"
684,S0019103513005058-3154.txt,"Furthermore, reanalysis of the Viking thermal volatilization experiments suggest ⩽1.6% perchlorate at both Viking 1 and Viking 2 landing sites (Navarro-Gonzalez et al., 2010); however, this has been subject to some debate (Biemann and Bada, 2011).","[['PERCENT', 319, 321], ['CARDINAL', 325, 326], ['ORG', 332, 335], ['DATE', 339, 340], ['DATE', 356, 357]]"
685,S0019103513005058-3154.txt,"Native perchlorate has also recently been measured in the martian meteorite EETA79001, albeit at a level <1 ppm by mass (Kounaves et al., 2014).","[['DATE', 387, 388]]"
686,S0921818113002245-859.txt,The coring location at the lakes deepest point of approximately 19 m is marked by the white circle.,"[['CARDINAL', 33, 35]]"
687,S0921818113002245-859.txt,(2003).,"[['DATE', 67, 68]]"
688,S0031405612000728-769.txt,Principal component analysis of fungal TRFs for (A) all seven months combined and (B) for month 7 only.,"[['DATE', 19, 21]]"
689,S0006322312001096-1260.txt,"In the Health, Aging and Body Composition study of adults aged 70 or higher, a score combining selected vascular risk factors (body mass index, metabolic syndrome, smoking, and ankle arm index) and vascular diseases predicted higher 2-year incidence of elevated depressive symptoms (7).","[['DATE', 38, 39], ['DATE', 69, 72]]"
690,S0006322312001096-1260.txt,"In the Rotterdam study of older adults followed up for 6 years (11), none of the objective atherosclerosis measures was linked with subsequent depression.","[['PERSON', 108, 109], ['DATE', 116, 118], ['CARDINAL', 119, 120]]"
691,S0006322312001096-1260.txt,This null finding was evident irrespective of whether assessment of depression was based on CES-D or a clinical diagnosis obtained from a psychiatric interview (11).,"[['CARDINAL', 161, 162]]"
692,S0006322312001096-1260.txt,"Similarly, in the Leiden 85+ prospective cohort study, ratings of generalized atherosclerosis were not associated with depressive symptoms (43).","[['GPE', 168, 169], ['CARDINAL', 186, 187]]"
693,S0032386113005454-2865.txt,"However, these fracture surfaces are rougher than those of the unmodified epoxy, and scanning electron micrographs of the deformation zone for the 10 wt% and 20 wt% S-CSR-modified epoxy polymers are shown in Fig.","[['CARDINAL', 48, 49], ['CARDINAL', 51, 52], ['PERSON', 63, 64]]"
694,S0032386113005454-2865.txt,13.,"[['CARDINAL', 65, 66]]"
695,S0032386113005454-2865.txt,13.,"[['CARDINAL', 90, 91]]"
696,S0032386113005454-2865.txt,The mean diameter of these cavities was measured to be 0.296 μm.,"[['CARDINAL', 121, 122]]"
697,S0032386113005454-2865.txt,"This is significantly larger than the mean diameter of the S-CSR particles measured from the AFM images, which was 0.18 μm.","[['ORG', 141, 142], ['CARDINAL', 146, 147]]"
698,S0032386113005454-2865.txt,This is one of the main toughening mechanisms for such thermoset polymers toughened by the presence of well-dispersed rubber particles.,[]
699,S0032386113005454-2865.txt,14 and 15.,"[['CARDINAL', 316, 317], ['CARDINAL', 318, 319]]"
700,S0167577X14001256-517.txt,"The 3DAP observation conditions were as follows: laser energy of 0.5–0.6 nJ, a laser-pulse repetition rate of 250 kHz, a DC bias voltage of 4–7 kV, and a specimen temperature of 55 K. The DC voltage was automatically controlled to keep a constant evaporation rate of 0.4% at constant energy of the laser pulse.","[['ORG', 51, 52], ['CARDINAL', 61, 62], ['ORG', 62, 63], ['CARDINAL', 71, 72], ['GPE', 75, 76], ['CARDINAL', 79, 80], ['CARDINAL', 87, 88], ['GPE', 90, 91], ['PERCENT', 102, 104]]"
701,S0167577X14001256-517.txt,"Orientations of the screw dislocations were defined with high accuracy on the basis of {111} planes of stacking faults, which were observed while mapping the same atom.","[['CARDINAL', 168, 169]]"
702,S0167577X14001256-517.txt,Details of the methods were explained in our previous paper [7].,"[['CARDINAL', 195, 196]]"
703,S0960148113004989-3277.txt,The simulation time consisted of one P = 12 h sinusoidal period with a time step of Δt =,"[['CARDINAL', 24, 25], ['CARDINAL', 27, 28]]"
704,S0960148113004989-3277.txt,864,"[['CARDINAL', 38, 39]]"
705,S0960148113004989-3277.txt,s.,[]
706,S0032386113005454-2601.txt,"The mean room-temperature values of the compressive true yield stress, σyc, compressive true fracture stress, σfc, and compressive true fracture strain, γf, are summarised in Table 2.","[['LAW', 33, 35]]"
707,S0032386113005454-2601.txt,The tensile yield stress is calculated from the measured compressive yield stress [39].,"[['CARDINAL', 49, 50]]"
708,S0032386113005454-2601.txt,"The values decreased approximately linearly with increasing S-CSR particle content, see Fig. 4.","[['PERSON', 93, 94], ['CARDINAL', 95, 96]]"
709,S0032386113005454-2601.txt,"At 20 °C, a value of 111 MPa was measured for the unmodified epoxy polymer, which also reveals that the unmodified epoxy should have the highest strength, if the effect of defects is excluded, when the test is conducted in uniaxial tension.","[['CARDINAL', 98, 99], ['CARDINAL', 105, 106]]"
710,S0032386113005454-2601.txt,The lowest value of the compressive true yield stress was measured to be 63 MPa for the 20 wt% S-CSR-modified epoxy polymer.,"[['CARDINAL', 158, 159], ['CARDINAL', 162, 163]]"
711,S2211124712002884-682.txt,"(C) Control lines 16 and 17, sporadic lines 12 and 23, and PGRN S116X lines 1 and 14 were immunostained for AFP (endoderm), desmin (mesoderm), and βIII-tubulin (ectoderm), and counterstained with DAPI (nuclei).","[['CARDINAL', 5, 6], ['CARDINAL', 7, 8], ['CARDINAL', 11, 12], ['DATE', 13, 14], ['ORG', 16, 17], ['CARDINAL', 19, 20], ['CARDINAL', 21, 22], ['ORG', 25, 26], ['PERSON', 46, 47]]"
712,S2211124712002884-682.txt,Scale bar: 50 μm.,"[['CARDINAL', 61, 62]]"
713,S0006322312001096-1221.txt,"Crude, age- and sex-adjusted, and multivariably adjusted odds ratios and 95% confidence intervals per 10% absolute increase in risk score were calculated.","[['PERCENT', 50, 52], ['PERCENT', 55, 57]]"
714,S0006322312001096-1221.txt,"In the analysis of GHQ symptoms, the sample was large enough to detect, with 90% power at a significance level of .05, an odds ratio of 1.14 for a 10% increase in the Framingham CVD risk score.","[['ORG', 69, 70], ['PERCENT', 81, 83], ['CARDINAL', 95, 96], ['PERCENT', 98, 100], ['GPE', 103, 104]]"
715,S0006322312001096-1221.txt,"For depressive symptoms defined by CES-D and antidepressant medication, the corresponding odds ratios were 1.40 and 1.24, respectively.","[['CARDINAL', 125, 126], ['CARDINAL', 127, 128]]"
716,S0022399913003358-943.txt,"[9,12], introversion [13], withdrawal [9], and emotional isolation [14].","[['CARDINAL', 19, 20], ['CARDINAL', 24, 25], ['CARDINAL', 31, 32]]"
717,S0022399913003358-943.txt,"Additionally, particular cognitive strategies, for example, dysfunctional and catastrophic thoughts can increase patients' emotional distress and perceived tinnitus severity, and are thought to be closely related to personality factors [15].","[['CARDINAL', 69, 70]]"
718,S0022399913003358-943.txt,"Neuroticism is expressed as “individual differences in the tendency to experience negative, distressing emotions” [16] (p. 301).","[['CARDINAL', 90, 91], ['CARDINAL', 94, 95]]"
719,S0022399913003358-943.txt,"At one extreme, individuals are characterized by high levels of vulnerability to experience negative emotions, including sadness, fear, anxiety, anger, frustration, and insecurity [17].","[['CARDINAL', 98, 99], ['CARDINAL', 128, 129]]"
720,S0022399913003358-943.txt,"Neuroticism has been associated with adverse outcomes in various health conditions, including increased likelihood of morbidity in those with testicular cancer [18], and an increased likelihood of arthritis, kidney/liver disease, and diabetes in the general population [19].","[['CARDINAL', 178, 179], ['CARDINAL', 200, 201]]"
721,S0022399913003358-943.txt,"There is evidence that neurotic traits are stronger in tinnitus patients [20], particularly in those with higher levels of tinnitus annoyance, and recent evidence that neuroticism may predict the development of severe tinnitus in patients already experiencing some tinnitus [21].","[['CARDINAL', 215, 216], ['CARDINAL', 247, 248]]"
722,S0022399913003358-943.txt,"In a cross-sectional sample of 530 participants (50% with chronic tinnitus), Bartels and colleagues [22] studied the role of type D personality (the tendency towards negative affectivity and social inhibition) on health-related quality of life and self-reported tinnitus-related distress.","[['CARDINAL', 257, 258], ['PERCENT', 260, 262], ['PERSON', 267, 268], ['CARDINAL', 271, 272]]"
723,S1389128612002496-5994.txt,The results in Table 3 indicate that when there is no attack RED has no obvious influence on the normal TCP flows (ρna and rna are almost the same for DropTail and RED).,"[['ORG', 3, 4], ['ORG', 12, 13], ['ORG', 31, 32]]"
724,S1389128612002496-5994.txt,"Note that in this case, RED drops 25% packets, much more than the 7.6% from DropTail.","[['ORG', 59, 60], ['PERCENT', 61, 63], ['PERCENT', 68, 71], ['ORG', 72, 73]]"
725,S0960148113005727-904.txt,"That report suggested that the load factors of wind farms in the UK have declined by 5–13% per year, normalising for month-by-month variations in wind speeds.","[['GPE', 47, 48], ['PERCENT', 51, 53], ['DATE', 58, 59]]"
726,S175058361300203X-1280.txt,"Input to the modeling consisted of the compressional wave velocity (Vp), shear wave velocity (Vs), and density (ρ) near the injection well obtained from borehole logging data (Fig. 4).","[['ORG', 36, 37], ['CARDINAL', 38, 39]]"
727,S175058361300203X-1280.txt,"Vs values from the well Ktzi202/2007 were vertically averaged over the main lithological units (Förster et al., 2010).","[['DATE', 76, 77]]"
728,S175058361300203X-1280.txt,The resulting Vs model was linearly interpolated to the injection well using the interpreted lithological horizons after Kling (2011).,"[['DATE', 98, 99]]"
729,S175058361300203X-1280.txt,"The input wavelet was extracted from the 3D seismic baseline data (Juhlin et al., 2007)","[['ORG', 108, 109], ['PRODUCT', 113, 116], ['DATE', 118, 119]]"
730,S175058361300203X-1280.txt,"(Fig. 4), yielding a dominant frequency of 40 Hz.","[['PERSON', 121, 122], ['CARDINAL', 123, 124], ['CARDINAL', 131, 132]]"
731,S175058361300203X-1280.txt,"Seismic modeling with the reflectivity method using the previously described Vp, Vs and density models as input parameters resulted in a synthetic trace corresponding to a 3D surface seismic baseline trace near the injection well (Fig. 4).","[['CARDINAL', 161, 162], ['PERSON', 171, 172], ['CARDINAL', 173, 174]]"
732,S0164121213002641-2930.txt,Definition 1[Projection],[]
733,S0164121213002641-2930.txt,"σ0→ σ1 → σ2 → …, we define the projection of t onto V ⊆",[]
