,document_name,sentence,entities,np
1161,S0016236113008041-3161,"This suggests that a certain amount of these elements is being absorbed, perhaps by the sorbent in the case of Fe, or by the reactor itself.",[],"[('a certain amount', (47, 50)), ('these elements', (51, 53)), ('the sorbent', (59, 61)), ('the case', (62, 64)), ('Fe', (65, 66)), ('the reactor', (69, 71)), ('itself', (71, 72))]"
1162,S0016236113008041-3161,"In the case of P, decreased values compared to the blank were found for bed inventories of 4.5 kg and 13 kg, but an increased value for 6 kg inventory.","[('QUANTITY', (91, 96)), ('QUANTITY', (102, 104))]","[('the case', (74, 76)), ('P', (77, 78)), (', decreased values', (78, 81)), ('the blank', (83, 85)), ('bed inventories', (88, 90)), ('4.5 kg', (91, 93)), ('13 kg', (94, 96)), ('an increased value', (98, 101)), ('6 kg inventory', (102, 105))]"
1163,S0016236113008041-3161,"However, the values are very low at <0.01 ppm and this anomalous result may be due to analytical errors.",[],"[('the values', (108, 110)), ('0.01 ppm', (115, 117)), ('this anomalous result', (118, 121)), ('analytical errors', (125, 127))]"
1164,S0016236113008041-3161,"Overall, although concentrations in the flue gas are small at <2 ppm, increasing bed inventory does appear to increase the concentration of the majority of major elements present in the flue gas.",[],"[('concentrations', (131, 132)), ('the flue gas', (133, 136)), ('bed inventory', (144, 146)), ('the concentration', (150, 152)), ('the majority', (153, 155)), ('major elements', (156, 158)), ('the flue gas', (160, 163))]"
1165,S027737911400050X-2401,"For late Quaternary records, most tephra horizons in sediment cores are dated by (linear) interpolation of 14C dates of carbonates, bulk sediment or organic remains.","[('PERSON', (2, 3))]","[('late Quaternary records', (1, 4)), ('most tephra horizons', (5, 8)), ('sediment cores', (9, 11)), ('(linear) interpolation', (14, 18)), ('14C dates', (19, 21)), ('carbonates', (22, 23)), ('bulk sediment', (24, 26)), ('organic remains', (27, 29))]"
1166,S027737911400050X-2401,"However, lakes are especially prone to a reservoir effect, due to dissolution of ancient carbonates and/or old organic matter that is washed into the lake from the catchment and incorporated into the sediment.",[],"[('lakes', (32, 33)), ('a reservoir effect', (37, 40)), ('dissolution', (43, 44)), ('ancient carbonates', (45, 47)), ('old organic matter', (48, 51)), ('the lake', (55, 57)), ('the catchment', (58, 60)), ('the sediment', (63, 65))]"
1167,S027737911400050X-2401,"Both phenomena can result in anomalous 14C ages and an offset from the real age of the dated material, which is not necessarily constant through time in the sediment section (Geyh et al., 1998;","[('DATE', (103, 104))]","[('Both phenomena', (66, 68)), ('anomalous 14C ages', (71, 74)), ('an offset', (75, 77)), ('the real age', (78, 81)), ('the dated material', (82, 85)), ('time', (92, 93)), ('the sediment section', (94, 97)), ('Geyh et al', (98, 101))]"
1168,S027737911400050X-2401,"Yu et al., 2007).","[('DATE', (110, 111))]","[('Yu et al', (105, 108))]"
1169,S027737911400050X-2401,"This offset from the real age can be of the order of several hundred or even more than a thousand years if bulk sediment or carbonates are dated, and can thus lead to misleading or erroneous age models if it is not taken into account (Geyh et al., 1998; Bertrand et al., 2012).","[('CARDINAL', (125, 127)), ('DATE', (129, 134)), ('DATE', (165, 166)), ('GPE', (167, 168)), ('DATE', (172, 173))]","[('the real age', (116, 119)), ('the order', (122, 124)), ('than a thousand years', (130, 134)), ('bulk sediment', (135, 137)), ('carbonates', (138, 139)), ('misleading or erroneous age models', (147, 152)), ('it', (153, 154)), ('account', (158, 159)), ('Bertrand et al', (167, 170))]"
1170,S027737911400050X-2401,Sediment sections spanning time intervals with multiple tephra layers could therefore easily be miscorrelated if the tephra is not adequately characterised to back up correlations.,[],"[('Sediment sections', (175, 177)), ('time intervals', (178, 180)), ('multiple tephra layers', (181, 184)), ('the tephra', (190, 192)), ('correlations', (199, 200))]"
1171,S027737911400050X-2401,"Appropriate tephra characterisation can potentially also help in evaluating the reservoir effect in a sediment section by providing a tie-point in the age model, provided the age of the tephra is well known from one or more independent sources (e.g., 14C dating on charcoal incorporated in terrestrial deposits, for example the well-constrained 3.00–3.05 ka cal BP Alpehué Pumice (So-A) eruption from Sollipulli; Supplementary Table 1; Naranjo et al., 1993b).","[('CARDINAL', (238, 239)), ('CARDINAL', (261, 262)), ('WORK_OF_ART', (276, 279))]","[('Appropriate tephra characterisation', (201, 204)), ('the reservoir effect', (210, 213)), ('a sediment section', (214, 217)), ('a tie-point', (219, 223)), ('the age model', (224, 227)), ('the age', (229, 231)), ('the tephra', (232, 234)), ('one or more independent sources', (238, 243)), ('charcoal', (249, 250)), ('terrestrial deposits', (252, 254)), ('example', (256, 257)), ('So-A) eruption', (268, 273)), ('Sollipulli', (274, 275)), ('Supplementary Table', (276, 278)), ('Naranjo', (280, 281)), ('et al', (281, 283))]"
1172,S0032063312003054-2501,"Out of the total 689 events of electron precipitation signatures, 85 were observed with a concurrent acceleration of heavy-ions.","[('CARDINAL', (4, 5)), ('CARDINAL', (11, 12))]","[('the total 689 events', (2, 6)), ('electron precipitation signatures', (7, 10)), ('a concurrent acceleration', (15, 18)), ('heavy-ions', (19, 22))]"
1173,S0032063312003054-2501,This accounts for 12% of precipitation signatures occurring on ∼5% of MEX orbits.,"[('PERCENT', (26, 28)), ('ORG', (36, 37))]","[('12%', (26, 28)), ('precipitation signatures', (29, 31)), ('∼5%', (33, 35)), ('MEX orbits', (36, 38))]"
1174,S0032063312003054-2501,Only 37 events of electron precipitation signatures were observed with a peripheral acceleration of heavy-ions.,"[('CARDINAL', (39, 41))]","[('Only 37 events', (39, 42)), ('electron precipitation signatures', (43, 46)), ('a peripheral acceleration', (49, 52)), ('heavy-ions', (53, 56))]"
1175,S0032063312003054-2501,This makes the peripheral acceleration of heavy-ions less common occurring on just 5% of precipitation signatures and on ∼2% of MEX orbits.,"[('PERCENT', (70, 73)), ('PERCENT', (78, 80)), ('ORG', (81, 82))]","[('the peripheral acceleration', (59, 62)), ('heavy-ions', (63, 66)), ('just 5%', (70, 73)), ('precipitation signatures', (74, 76)), ('∼2%', (78, 80)), ('MEX orbits', (81, 83))]"
1176,S0032063312003054-2501,"Therefore, it is quite rare to observe accelerated beams of heavy-ions during signatures of electron precipitation at Mars.","[('LOC', (104, 105))]","[('it', (86, 87)), ('accelerated beams', (92, 94)), ('heavy-ions', (95, 98)), ('signatures', (99, 100)), ('electron precipitation', (101, 103)), ('Mars', (104, 105))]"
1177,S2211124712002884-705,"(D) PGRN secreted into the medium over 24 hr of microglia derived from control, sporadic, and PGRN S116X iPSCs.","[('CARDINAL', (9, 10)), ('ORG', (20, 21))]","[('PGRN', (3, 4)), ('the medium', (6, 8)), ('over 24 hr', (8, 11)), ('microglia', (12, 13)), ('control', (15, 16)), ('PGRN', (20, 21)), ('iPSCs', (22, 23))]"
1178,S2211124712002884-705,The average of values for control lines was set to 100%.,"[('PERCENT', (34, 36))]","[('The average', (24, 26)), ('values', (27, 28)), ('control lines', (29, 31)), ('100%', (34, 36))]"
1179,S2211124712002884-705,Values are mean ± SEM.,[],"[('Values', (37, 38)), ('± SEM', (40, 42))]"
1180,S0032063312003054-2467,"The combination of electron and heavy-ion energy distributions that make up category-2, suggestive of a downward current and category-4 with both up-going electrons and heavy-ions, is only considered for those electron precipitation signatures that have electron energy distributions with a significant asymmetry.",[],"[('The combination', (0, 2)), ('electron', (3, 4)), ('heavy-ion', (5, 8)), ('energy distributions', (8, 10)), ('category-2', (13, 14)), ('a downward current', (17, 20)), ('both up-going electrons', (23, 28)), ('heavy-ions', (29, 32)), ('those electron precipitation signatures', (37, 41)), ('electron energy distributions', (43, 46)), ('a significant asymmetry', (47, 50))]"
1181,S0032063312003054-2467,"For these signatures, up-going electrons and heavy-ions are the most common combination, while the combination of up-going electrons and down-going heavy-ions occur almost half as often.","[('CARDINAL', (85, 87))]","[('these signatures', (52, 54)), ('up-going electrons', (55, 59)), ('heavy-ions', (60, 63)), ('the most common combination', (64, 68)), ('the combination', (70, 72)), ('up-going electrons', (73, 77)), ('down-going heavy-ions', (78, 84))]"
1182,S0032063312003054-2467,"Even after discounting upward net flux of electrons from those signatures with isotropic electron energy distribution, category-4 still make up the second largest group and when added together with category-2 occur on 10% of MEX orbits.","[('ORDINAL', (112, 113)), ('PERCENT', (123, 125)), ('ORG', (126, 127))]","[('upward net flux', (93, 96)), ('electrons', (97, 98)), ('those signatures', (99, 101)), ('isotropic electron energy distribution', (102, 106)), ('category-4', (107, 108)), ('the second largest group', (111, 115)), ('category-2', (120, 121)), ('10%', (123, 125)), ('MEX orbits', (126, 128))]"
1183,S2213671113000738-435,(R) Quantification of immunocytochemical analyses for each iPSC line.,[],"[('(R) Quantification', (0, 4)), ('immunocytochemical analyses', (5, 7)), ('each iPSC line', (8, 11))]"
1184,S2213671113000738-435,Data are shown as the means ± SD (n = 3 independent experiments).,"[('CARDINAL', (23, 24))]","[('Data', (12, 13)), ('the means ± SD', (16, 20)), ('= 3 independent experiments', (22, 26))]"
1185,S2213671113000738-435,"SER, serotonin, TUBβIII, β-tubulin class III.","[('ORG', (38, 39))]","[('SER', (28, 29)), ('TUBβIII', (32, 33)), ('β-tubulin class III', (34, 39))]"
1186,S2213671113000738-435,"Scale bars: 200 μm in (A)–(H), 50 μm in insets of (C)–(F), 100 μm in (J)–(M) and (Q).","[('CARDINAL', (43, 44)), ('CARDINAL', (50, 51)), ('CARDINAL', (59, 60))]","[('Scale bars', (40, 42)), ('200 μm', (43, 45)), ('50 μm', (50, 52)), ('insets', (53, 54)), ('C)–(F', (56, 57)), ('J)–(M', (63, 64))]"
1187,S0012821X12004384-1640,A negative carbon isotope excursion of 5‰ has been identified from δ13CTOC and δ13CAOM in an expanded Paleocene–Eocene boundary section from the central North Sea Basin.,"[('LOC', (25, 28))]","[('A negative carbon', (0, 3)), ('excursion', (4, 5)), ('δ13CTOC', (11, 12)), ('δ13CAOM', (13, 14)), ('an expanded Paleocene', (15, 18)), ('Eocene boundary section', (19, 22)), ('the central North Sea Basin', (23, 28))]"
1188,S0012821X12004384-1640,"Palynological (dinoflagellate cyst, pollen, and spore assemblages) and sedimentologic (C/N ratios and kaolinite distribution) evidence indicate major changes occurred to marine and terrestrial environments in NW Europe both preceding and over the CIE.","[('ORG', (43, 46)), ('LOC', (62, 64)), ('ORG', (69, 70))]","[('C/N', (43, 46)), ('major changes', (53, 55)), ('marine and terrestrial environments', (57, 61)), ('NW Europe', (62, 64)), ('the CIE', (68, 70))]"
1189,S0012821X12004384-1640,"Enhanced halocline stratification and terrigenous input from 4 m before the CIE may indicate tectonic uplift and oceanic restriction of the North Sea, supporting hypotheses for NAIP volcanism as a trigger for the CIE (Svensen et al., 2004), and/or increased terrigenous runoff and regional precipitation, supporting hypotheses of an enhanced hydrologic cycle triggering carbon release (Bice and Marotzke, 2002).","[('CARDINAL', (78, 79)), ('ORG', (82, 83)), ('LOC', (91, 94)), ('ORG', (98, 99)), ('ORG', (105, 106)), ('DATE', (112, 113)), ('ORG', (134, 135)), ('DATE', (138, 139))]","[('Enhanced halocline stratification', (71, 74)), ('terrigenous input', (75, 77)), ('4 m', (78, 80)), ('the CIE', (81, 83)), ('tectonic uplift and oceanic restriction', (85, 90)), ('the North Sea', (91, 94)), ('hypotheses', (96, 97)), ('NAIP volcanism', (98, 100)), ('a trigger', (101, 103)), ('the CIE', (104, 106)), ('Svensen', (107, 108)), ('et al', (108, 110)), ('terrigenous runoff', (117, 119)), ('regional precipitation', (120, 122)), ('hypotheses', (124, 125)), ('an enhanced hydrologic cycle triggering carbon release', (126, 133)), ('Bice', (134, 135)), ('Marotzke', (136, 137))]"
1190,S0012821X12004384-1640,A peak in Apectodinium before the CIE is interpreted as an ephemeral increase in terrestrial runoff causing local eutrophication.,"[('GPE', (144, 145)), ('ORG', (147, 148))]","[('A peak', (141, 143)), ('Apectodinium', (144, 145)), ('the CIE', (146, 148)), ('an ephemeral increase', (151, 154)), ('terrestrial runoff', (155, 157)), ('local eutrophication', (158, 160))]"
1191,S0012821X12004384-1640,"Further enhanced halocline stratification and terrigenous input at and immediately after the CIE onset, coupled with evidence for sea level rise in coastal areas, indicate possible increased regional precipitation over NW Europe.","[('ORG', (173, 174)), ('LOC', (193, 195))]","[('halocline stratification', (163, 165)), ('terrigenous input', (166, 168)), ('the CIE onset', (172, 175)), ('evidence', (178, 179)), ('sea level rise', (180, 183)), ('coastal areas', (184, 186)), ('possible increased regional precipitation', (188, 192)), ('NW Europe', (193, 195))]"
1192,S0012821X12004384-1640,"At this location (paleolatitude 54 oN) increased precipitation would support the hypothesis that a poleward migration of storm tracks from an enhanced hydrologic cycle resulted from global warming during the PETM (Pagani et al., 2006b).","[('DATE', (201, 202)), ('DATE', (235, 236))]","[('this location', (197, 199)), ('increased precipitation', (204, 206)), ('the hypothesis', (208, 210)), ('a poleward migration', (211, 214)), ('storm tracks', (215, 217)), ('an enhanced hydrologic cycle', (218, 222)), ('global warming', (224, 226)), ('the PETM', (227, 229)), ('Pagani et al', (230, 233))]"
1193,S0168945213001805-5014,"Bacillus thuringiensis (Bt) is a bacterium that produces a wide variety of δ-endotoxins, toxic polypeptides that are activated within the guts of insect herbivores.",[],"[('Bt', (3, 4)), ('a bacterium', (6, 8)), ('a wide variety', (10, 13)), ('δ-endotoxins', (14, 17)), ('the guts', (24, 26)), ('insect herbivores', (27, 29))]"
1194,S0168945213001805-5014,"The individual crystalline δ-endotoxins produced by Bt strains are poisonous to specific orders of Insecta (lepidopterans, dipterans, coleopterans, hymenopterans) and nematodes [163].","[('PERSON', (46, 47)), ('CARDINAL', (59, 60))]","[('The individual crystalline', (30, 33)), ('δ-endotoxins', (33, 36)), ('Bt strains', (38, 40)), ('specific orders', (43, 45)), ('Insecta', (46, 47)), ('lepidopterans', (48, 49)), ('dipterans', (50, 51)), ('coleopterans', (52, 53)), ('hymenopterans', (54, 55)), ('nematodes', (57, 58))]"
1195,S0168945213001805-5014,"Hence, simultaneous over-expression of several Bt toxins should produce a tree that would be poisonous to many insect herbivores that are likely to attack the host.",[],"[('simultaneous over-expression', (64, 68)), ('several Bt toxins', (69, 72)), ('a tree', (74, 76)), ('many insect herbivores', (81, 84)), ('the host', (89, 91))]"
1196,S2211124712002884-1110,iPSC colonies were detached with accutase (Millipore) and grown as embryoid bodies (EBs) in suspension for 5–6 days in iPSC medium without basic fibroblast growth factor.,"[('DATE', (20, 22))]","[('iPSC colonies', (0, 2)), ('(Millipore', (6, 8)), ('embryoid bodies', (12, 14)), ('EBs', (15, 16)), ('suspension', (18, 19)), ('5–6 days', (20, 22)), ('iPSC medium', (23, 25)), ('basic fibroblast growth factor', (26, 30))]"
1197,S2211124712002884-1110,EBs were allowed to attach and form rosettes.,[],"[('EBs', (31, 32)), ('rosettes', (38, 39))]"
1198,S2211124712002884-1110,Ten-day-old rosettes were collected and grown in suspension as neurospheres.,"[('DATE', (40, 45))]","[('Ten-day-old rosettes', (40, 46)), ('suspension', (51, 52)), ('neurospheres', (53, 54))]"
1199,S2211124712002884-1110,"Neurospheres were dissociated after 3–4 weeks, and the cells were plated on glass coverslips (BD Biosciences) or plates coated with poly-D-lysine (0.1 mg/ml) and laminin (10 μg/m).","[('DATE', (59, 61)), ('ORG', (71, 73)), ('CARDINAL', (84, 85)), ('CARDINAL', (92, 93))]","[('Neurospheres', (55, 56)), ('3–4 weeks', (59, 61)), ('the cells', (63, 65)), ('glass coverslips', (68, 70)), ('BD Biosciences', (71, 73)), ('plates', (75, 76)), ('poly-D-lysine', (78, 83)), ('laminin', (90, 91))]"
1200,S2211124712002884-1110,Neurons were used after 2-4 weeks in culture.,"[('DATE', (102, 106))]","[('Neurons', (98, 99)), ('2-4 weeks', (102, 106)), ('culture', (107, 108))]"
1201,S0378383911001669-1088,Depth time-series and depth-averaged bed-parallel velocity time-series at x = 0.072 m for the 1.3 mm sand-rough beach; results from 50 individual events (grey) and ensemble-averaged result (black).,"[('CARDINAL', (18, 19)), ('QUANTITY', (22, 24)), ('CARDINAL', (31, 32))]","[('time-series and depth-averaged bed-parallel velocity time-series', (1, 15)), ('the 1.3 mm sand-rough beach', (21, 28)), ('50 individual events', (31, 34)), ('grey', (35, 36)), ('ensemble-averaged result', (38, 42)), ('black', (43, 44))]"
1202,S0022399913003358-943,Personality characteristics previously reported to be associated with tinnitus include hysteria and hypochondriasis,[],"[('Personality characteristics', (0, 2)), ('tinnitus', (8, 9)), ('hysteria', (10, 11)), ('hypochondriasis', (12, 13))]"
1203,S0022399913003358-943,"[9,12], introversion [13], withdrawal [9], and emotional isolation [14].","[('CARDINAL', (19, 20)), ('CARDINAL', (24, 25)), ('CARDINAL', (31, 32))]","[('[9,12], introversion', (13, 18)), ('withdrawal', (22, 23)), ('emotional isolation', (28, 30))]"
1204,S0022399913003358-943,"Additionally, particular cognitive strategies, for example, dysfunctional and catastrophic thoughts can increase patients' emotional distress and perceived tinnitus severity, and are thought to be closely related to personality factors [15].","[('CARDINAL', (69, 70))]","[('particular cognitive strategies', (36, 39)), ('example', (41, 42)), ('thoughts', (46, 47)), (""patients' emotional distress"", (49, 53)), ('tinnitus severity', (55, 57)), ('personality factors', (66, 68))]"
1205,S0022399913003358-943,"Neuroticism is expressed as “individual differences in the tendency to experience negative, distressing emotions” [16] (p. 301).","[('CARDINAL', (90, 91)), ('CARDINAL', (94, 95))]","[('Neuroticism', (72, 73)), ('individual differences', (77, 79)), ('the tendency', (80, 82)), ('negative, distressing emotions', (84, 88))]"
1206,S0022399913003358-943,"At one extreme, individuals are characterized by high levels of vulnerability to experience negative emotions, including sadness, fear, anxiety, anger, frustration, and insecurity [17].","[('CARDINAL', (98, 99)), ('CARDINAL', (128, 129))]","[('one extreme', (98, 100)), ('individuals', (101, 102)), ('high levels', (105, 107)), ('vulnerability', (108, 109)), ('negative emotions', (111, 113)), ('sadness', (115, 116)), ('fear', (117, 118)), ('anxiety', (119, 120)), ('anger', (121, 122)), ('frustration', (123, 124)), ('insecurity', (126, 127))]"
1207,S0022399913003358-943,"At the other end of the spectrum, individuals who score low in neuroticism are more emotionally stable and less reactive to stress.",[],"[('the other end', (132, 135)), ('the spectrum', (136, 138)), ('individuals', (139, 140)), ('who', (140, 141)), ('neuroticism', (144, 145)), ('stress', (153, 154))]"
1208,S0022399913003358-943,"Neuroticism has been associated with adverse outcomes in various health conditions, including increased likelihood of morbidity in those with testicular cancer [18], and an increased likelihood of arthritis, kidney/liver disease, and diabetes in the general population [19].","[('CARDINAL', (178, 179)), ('CARDINAL', (200, 201))]","[('Neuroticism', (155, 156)), ('adverse outcomes', (160, 162)), ('various health conditions', (163, 166)), ('increased likelihood', (168, 170)), ('morbidity', (171, 172)), ('testicular cancer', (175, 177)), ('an increased likelihood', (182, 185)), ('arthritis', (186, 187)), ('kidney/liver disease', (188, 192)), ('diabetes', (194, 195)), ('the general population', (196, 199))]"
1209,S0022399913003358-943,"There is evidence that neurotic traits are stronger in tinnitus patients [20], particularly in those with higher levels of tinnitus annoyance, and recent evidence that neuroticism may predict the development of severe tinnitus in patients already experiencing some tinnitus [21].","[('CARDINAL', (215, 216)), ('CARDINAL', (247, 248))]","[('evidence', (205, 206)), ('neurotic traits', (207, 209)), ('tinnitus patients', (212, 214)), ('higher levels', (222, 224)), ('tinnitus annoyance', (225, 227)), ('recent evidence', (229, 231)), ('neuroticism', (232, 233)), ('the development', (235, 237)), ('severe tinnitus', (238, 240)), ('patients', (241, 242)), ('some tinnitus', (244, 246))]"
1210,S0022399913003358-943,"In a cross-sectional sample of 530 participants (50% with chronic tinnitus), Bartels and colleagues [22] studied the role of type D personality (the tendency towards negative affectivity and social inhibition) on health-related quality of life and self-reported tinnitus-related distress.","[('CARDINAL', (257, 258)), ('PERCENT', (260, 262)), ('PERSON', (267, 268)), ('CARDINAL', (271, 272))]","[('a cross-sectional sample', (251, 256)), ('530 participants', (257, 259)), ('50%', (260, 262)), ('chronic tinnitus', (263, 265)), ('Bartels', (267, 268)), ('colleagues', (269, 270)), ('the role', (274, 276)), ('type D personality', (277, 280)), ('the tendency', (281, 283)), ('negative affectivity', (284, 286)), ('social inhibition', (287, 289)), ('health-related quality', (291, 295)), ('life', (296, 297)), ('self-reported tinnitus-related distress', (298, 305))]"
1211,S0022399913003358-943,Tinnitus patients with type D personality reported greater tinnitus-related distress and poorer health-related quality of life compared to those with other personality types.,[],"[('Tinnitus patients', (306, 308)), ('type D personality', (309, 312)), ('greater tinnitus-related distress', (313, 318)), ('poorer health-related quality', (319, 324)), ('life', (325, 326)), ('other personality types', (330, 333))]"
1212,S0022399913003358-943,The authors concluded that some personality characteristics are associated with having tinnitus and are likely to contribute to its perceived severity.,[],"[('The authors', (334, 336)), ('some personality characteristics', (338, 341)), ('tinnitus', (345, 346)), ('its perceived severity', (352, 355))]"
1213,S1389128612002496-3934,Analysis of real network experiments.,[],"[('Analysis', (0, 1)), ('real network experiments', (2, 5))]"
1214,S0378383912000130-1054,Surface and subsurface flow profiles as predicted by the model (shaded area) and measured in experiments (dark lines).,[],"[('Surface and subsurface flow profiles', (0, 5)), ('the model', (8, 10)), ('(shaded area', (10, 13)), ('experiments', (17, 18)), ('dark lines', (19, 21))]"
1215,S0378383912000130-1054,Results for the 8.5 mm beach.,"[('QUANTITY', (26, 28))]","[('Results', (23, 24)), ('the 8.5 mm beach', (25, 29))]"
1216,S0378112713005288-1948,Table 5 shows that the regeneration density of different site types (upland improved farmland or upland moorland).,[],"[('Table', (0, 1)), ('different site types', (8, 11)), ('upland', (12, 13)), ('improved farmland', (13, 15)), ('upland moorland', (16, 18))]"
1217,S0378112713005288-1948,"Site type (upland improved farmland or upland moorland) produced a significant variation in total regeneration densities (F(3, 8.9) = 4.1, p = 0.03).","[('CARDINAL', (41, 42)), ('CARDINAL', (44, 45)), ('CARDINAL', (48, 49))]","[('Site type', (20, 22)), ('upland improved farmland', (23, 26)), ('upland moorland', (27, 29)), ('a significant variation', (31, 34)), ('total regeneration densities', (35, 38))]"
1218,S0378112713005288-1948,20% of the total observed variation was due to variation between the different site types.,"[('PERCENT', (51, 53))]","[('20%', (51, 53)), ('the total observed variation', (54, 58)), ('variation', (61, 62)), ('the different site types', (63, 67))]"
1219,S0378112713005288-1948,The overall regeneration density on clearfelled upland moorland was significantly greater than on unplanted upland moorland (p < 0.01).,[],"[('The overall regeneration density', (68, 72)), ('clearfelled upland moorland', (73, 76)), ('unplanted upland moorland', (81, 84)), ('p', (85, 86))]"
1220,S0378112713005288-1948,However there was no significant difference between the regeneration density of clearfelled improved farmland and unplanted improved farmland (see Table 5).,"[('LAW', (110, 112))]","[('no significant difference', (93, 96)), ('the regeneration density', (97, 100)), ('clearfelled improved farmland', (101, 104)), ('improved farmland', (106, 108)), ('Table', (110, 111))]"
1221,S0378112713005288-1948,"No significant difference in regeneration densities was found between brown earth and peaty gley soils (F(1, 3.95) = 1.75, p = n.s.).","[('CARDINAL', (132, 133)), ('CARDINAL', (135, 136)), ('GPE', (139, 140))]","[('No significant difference', (114, 117)), ('regeneration densities', (118, 120)), ('brown earth and peaty gley soils', (123, 129)), ('n.s', (139, 140))]"
1222,S0012821X12004384-1148,"Environmental changes associated with the Paleocene–Eocene thermal maximum (PETM, ∼56 Ma) have not yet been documented in detail from the North Sea Basin.","[('LOC', (24, 28))]","[('Environmental changes', (0, 2)), ('the Paleocene', (4, 6)), ('Eocene thermal maximum (PETM', (7, 12)), ('∼56 Ma', (13, 15)), ('detail', (22, 23)), ('the North Sea Basin', (24, 28))]"
1223,S0012821X12004384-1148,"Located within proximity to the North Atlantic igneous province (NAIP), the Kilda Basin, and the northern rain belt (paleolatitude 54 °N) during the PETM, this is a critical region for testing proposed triggers of atmospheric carbon release that may have caused the global negative carbon isotope excursion (CIE) in marine and terrestrial environments.","[('LOC', (33, 36)), ('ORG', (39, 40)), ('LOC', (42, 45)), ('DATE', (53, 54)), ('ORG', (59, 60)), ('ORG', (85, 86))]","[('proximity', (31, 32)), ('the North Atlantic igneous province', (33, 38)), ('(NAIP', (38, 40)), ('the Kilda Basin', (42, 45)), ('the northern rain belt', (47, 51)), ('54 °', (53, 55)), ('N', (55, 56)), ('the PETM', (58, 60)), ('a critical region', (63, 66)), ('proposed triggers', (68, 70)), ('atmospheric carbon release', (71, 74)), ('the global negative carbon', (78, 82)), ('excursion', (83, 84)), ('CIE', (85, 86)), ('marine and terrestrial environments', (88, 92))]"
1224,S0012821X12004384-1148,The CIE onset is identified from organic matter δ13C in exceptional detail within a highly expanded sedimentary sequence.,"[('ORG', (94, 95))]","[('The CIE onset', (93, 96)), ('organic matter', (99, 101)), ('exceptional detail', (103, 105)), ('a highly expanded sedimentary sequence', (106, 111))]"
1225,S0012821X12004384-1148,Pollen and spore assemblages analysed in the same samples for the first time allow a reconstruction of possible changes to vegetation on the surrounding landmass.,"[('ORDINAL', (123, 124))]","[('Pollen', (112, 113)), ('spore assemblages', (114, 116)), ('the same samples', (118, 121)), ('the first time', (122, 125)), ('a reconstruction', (126, 128)), ('possible changes', (129, 131)), ('vegetation', (132, 133)), ('the surrounding landmass', (134, 137))]"
1226,S0012821X12004384-1148,"Multiproxy palynological, geochemical, and sedimentologic records demonstrate enhanced halocline stratification and terrigenous deposition well before (103 yrs) the CIE, interpreted as due to either tectonic uplift possibly from a nearby magmatic intrusion, or increased precipitation and fluvial runoff possibly from an enhanced hydrologic cycle.","[('PERSON', (138, 139)), ('CARDINAL', (156, 157)), ('ORG', (160, 161))]","[('Multiproxy palynological, geochemical, and sedimentologic records', (138, 146)), ('enhanced halocline stratification', (147, 150)), ('terrigenous deposition', (151, 153)), ('103 yrs', (156, 158)), ('the CIE', (159, 161)), ('either tectonic uplift', (166, 169)), ('a nearby magmatic intrusion', (171, 175)), ('increased precipitation', (177, 179)), ('fluvial runoff', (180, 182)), ('an enhanced hydrologic cycle', (184, 188))]"
1227,S0012821X12004384-1148,"Stratification and terrigenous deposition increased further at the onset and within the earliest CIE which, coupled with evidence for sea level rise, may be interpreted as resulting from an increase in precipitation over NW Europe consistent with an enhanced hydrologic cycle in response to global warming during the PETM.","[('ORG', (202, 203)), ('ORG', (224, 226))]","[('Stratification', (189, 190)), ('terrigenous deposition', (191, 193)), ('the onset', (196, 198)), ('the earliest CIE', (200, 203)), ('evidence', (207, 208)), ('sea level rise', (209, 212)), ('an increase', (219, 221)), ('precipitation', (222, 223)), ('an enhanced hydrologic cycle', (228, 232)), ('response', (233, 234)), ('global warming', (235, 237)), ('the PETM', (238, 240))]"
1228,S0012821X12004384-1148,"Palynological evidence indicates a flora dominated by pollen from coastal swamp conifers before the CIE was abruptly replaced with a more diverse assemblage of generalist species including pollen similar to modern alder, fern, and fungal spores.","[('ORG', (255, 256))]","[('Palynological evidence', (241, 243)), ('a flora', (244, 246)), ('pollen', (248, 249)), ('coastal swamp conifers', (250, 253)), ('the CIE', (254, 256)), ('a more diverse assemblage', (260, 264)), ('generalist species', (265, 267)), ('pollen', (268, 269)), ('modern alder', (271, 273)), ('fern', (274, 275)), ('fungal spores', (277, 279))]"
1229,S0012821X12004384-1148,"This may have resulted from flooding of coastal areas due to relative sea level rise, and/or ecologic changes forced by climate.",[],"[('flooding', (285, 286)), ('coastal areas', (287, 289)), ('relative sea level rise', (291, 295)), ('ecologic changes', (297, 299)), ('climate', (301, 302))]"
1230,S0012821X12004384-1148,"A shift towards more diverse angiosperm and pteridophyte vegetation within the early CIE, including pollen similar to modern hickory, documents a long term change to regional vegetation.","[('ORG', (315, 316))]","[('A shift', (303, 305)), ('more diverse angiosperm', (306, 309)), ('pteridophyte vegetation', (310, 312)), ('the early CIE', (313, 316)), ('pollen', (318, 319)), ('a long term change', (325, 329)), ('regional vegetation', (330, 332))]"
