,docId,annotSet,annotType,startOffset,endOffset,annotId,text,other
15,S0006322312001096-1194,6,Quantity,353,356,T13-6,95%,"{""unit"": ""%""}"
16,S0006322312001096-1194,6,MeasuredEntity,357,359,T93-6,CI,"{""HasQuantity"": ""T13-6""}"
17,S0006322312001096-1194,7,Quantity,360,369,T3-7,1.92–2.65,"{""mods"": [""IsRange""]}"
18,S0006322312001096-1194,7,MeasuredProperty,180,212,T1-7,Age- and sex-adjusted odds ratio,"{""HasQuantity"": ""T3-7""}"
19,S0006322312001096-1194,7,MeasuredEntity,379,418,T2-7,CHD risk score-incident CHD association,"{""HasProperty"": ""T1-7""}"
20,S0006322312001096-1194,7,Qualifier,353,359,T4-7,95% CI,"{""Qualifies"": ""T1-7""}"
21,S0006322312001096-1194,8,Quantity,514,518,T3-8,1.34,
22,S0006322312001096-1194,8,MeasuredProperty,438,449,T1-8,odds ratios,"{""HasQuantity"": ""T3-8""}"
23,S0006322312001096-1194,8,MeasuredEntity,474,477,T2-8,CVD,"{""HasProperty"": ""T1-8""}"
24,S0006322312001096-1194,9,Quantity,520,523,T54-9,95%,"{""unit"": ""%""}"
25,S0006322312001096-1194,9,MeasuredEntity,524,526,T104-9,CI,"{""HasQuantity"": ""T54-9""}"
26,S0006322312001096-1194,10,Quantity,527,536,T1-10,1.11–1.62,
27,S0006322312001096-1194,10,MeasuredProperty,438,449,T3-10,odds ratios,"{""HasQuantity"": ""T1-10""}"
28,S0006322312001096-1194,10,MeasuredEntity,474,477,T2-10,CVD,"{""HasProperty"": ""T3-10""}"
29,S0006322312001096-1194,10,Qualifier,520,526,T4-10,95% CI,"{""Qualifies"": ""T3-10""}"
30,S0006322312001096-1194,11,Quantity,542,546,T3-11,2.14,
31,S0006322312001096-1194,11,MeasuredProperty,438,449,T1-11,odds ratios,"{""HasQuantity"": ""T3-11""}"
32,S0006322312001096-1194,11,MeasuredEntity,505,508,T2-11,CHD,"{""HasProperty"": ""T1-11""}"
33,S0006322312001096-1194,12,Quantity,548,551,T45-12,95%,"{""unit"": ""%""}"
34,S0006322312001096-1194,12,MeasuredEntity,552,554,T115-12,CI,"{""HasQuantity"": ""T45-12""}"
35,S0006322312001096-1194,13,Quantity,555,564,T1-13,1.85–2.48,
36,S0006322312001096-1194,13,MeasuredProperty,438,449,T3-13,odds ratios,"{""HasQuantity"": ""T1-13""}"
37,S0006322312001096-1194,13,MeasuredEntity,505,508,T2-13,CHD,"{""HasProperty"": ""T3-13""}"
38,S0006322312001096-1194,13,Qualifier,548,554,T4-13,95% CI,"{""Qualifies"": ""T3-13""}"
0,S1873506113001116-978,1,Quantity,551,554,T1-1,two,"{""mods"": [""IsCount""]}"
1,S1873506113001116-978,1,MeasuredEntity,565,576,T2-1,hiPSC lines,"{""HasQuantity"": ""T1-1""}"
2,S1873506113001116-978,2,Quantity,790,801,T1-2,10 passages,"{""unit"": ""passages""}"
3,S1873506113001116-978,2,MeasuredProperty,749,757,T2-2,cultured,"{""HasQuantity"": ""T1-2""}"
4,S1873506113001116-978,2,MeasuredEntity,742,748,T3-2,hiPSCs,"{""HasProperty"": ""T2-2""}"
0,S0167610513002729-1062,1,Quantity,5,11,T1-1,0.64 H,"{""unit"": ""H""}"
1,S0167610513002729-1062,1,MeasuredEntity,3,4,T2-1,x,"{""HasQuantity"": ""T1-1""}"
0,S0167610512002292-3187,1,Quantity,16,17,T1-1,7,"{""mods"": [""IsCount""]}"
1,S0167610512002292-3187,1,MeasuredEntity,18,38,T2-1,initial orientations,"{""HasQuantity"": ""T1-1""}"
2,S0167610512002292-3187,2,Quantity,87,94,T1-2,0.563 m,"{""unit"": ""m""}"
3,S0167610512002292-3187,2,MeasuredEntity,95,107,T3-2,square plate,"{""HasQuantity"": ""T1-2""}"
4,S0167610512002292-3187,3,Quantity,121,129,T1-3,0.025 m.,"{""unit"": ""m""}"
5,S0167610512002292-3187,3,MeasuredProperty,111,120,T2-3,thickness,"{""HasQuantity"": ""T1-3""}"
6,S0167610512002292-3187,3,MeasuredEntity,95,107,T3-3,square plate,"{""HasProperty"": ""T2-3""}"
7,S0167610512002292-3187,4,Quantity,315,318,T1-4,two,"{""mods"": [""IsCount""]}"
8,S0167610512002292-3187,4,MeasuredEntity,319,332,T2-4,sets of cases,"{""HasQuantity"": ""T1-4""}"
0,S0012821X12004384-1284,1,Quantity,146,149,T1-1,225,"{""mods"": [""IsCount""]}"
1,S0012821X12004384-1284,1,MeasuredEntity,150,157,T2-1,samples,"{""HasQuantity"": ""T1-1""}"
2,S0012821X12004384-1284,2,Quantity,324,329,T1-2,1.167,
3,S0012821X12004384-1284,3,Quantity,397,402,T1-3,±<0.1,"{""mods"": [""IsRangeHasTolerance""]}"
4,S0012821X12004384-1284,3,MeasuredProperty,384,393,T2-3,precision,"{""HasQuantity"": ""T1-3""}"
5,S0012821X12004384-1284,3,MeasuredEntity,331,349,T3-3,Replicate analysis,"{""HasProperty"": ""T2-3""}"
6,S0012821X12004384-1284,4,Quantity,447,450,T1-4,289,"{""mods"": [""IsCount""]}"
7,S0012821X12004384-1284,4,MeasuredEntity,451,468,T2-4,bulk rock samples,"{""HasQuantity"": ""T1-4""}"
8,S0012821X12004384-1284,5,Quantity,748,752,T11-5,24 h,"{""unit"": ""h""}"
9,S0012821X12004384-1284,5,MeasuredProperty,730,747,T51-5,were refluxed for,"{""HasQuantity"": ""T11-5""}"
10,S0012821X12004384-1284,5,MeasuredEntity,722,729,T41-5,samples,"{""HasProperty"": ""T51-5""}"
11,S0012821X12004384-1284,5,Qualifier,753,809,T61-5,in an azeotropic mixture of dichloromethane and methanol,"{""Qualifies"": ""T51-5""}"
12,S0012821X12004384-1284,6,Quantity,811,820,T1-6,"93:7, v/v","{""unit"": ""v/v""}"
13,S0012821X12004384-1284,6,MeasuredEntity,759,809,T3-6,azeotropic mixture of dichloromethane and methanol,"{""HasQuantity"": ""T1-6""}"
14,S0012821X12004384-1284,7,Quantity,1128,1130,T22-7,5%,"{""unit"": ""%""}"
15,S0012821X12004384-1284,7,MeasuredEntity,1131,1134,T72-7,HCl,"{""HasQuantity"": ""T22-7""}"
16,S0012821X12004384-1284,8,Quantity,1252,1259,T33-8,>250 μm,"{""mods"": [""IsRange""], ""unit"": ""μm""}"
17,S0012821X12004384-1284,8,MeasuredProperty,1260,1274,T83-8,size fractions,"{""HasQuantity"": ""T33-8""}"
18,S0012821X12004384-1284,9,Quantity,1328,1330,T2-9,35,"{""mods"": [""IsCount""]}"
19,S0012821X12004384-1284,9,MeasuredEntity,1331,1338,T1-9,samples,"{""HasQuantity"": ""T2-9""}"
20,S0012821X12004384-1284,10,Quantity,1711,1715,T114-10,0.4‰,"{""unit"": ""‰""}"
21,S0012821X12004384-1284,10,MeasuredProperty,1658,1681,T94-10,mean standard deviation,"{""HasQuantity"": ""T114-10""}"
22,S0012821X12004384-1284,10,MeasuredEntity,1689,1707,T104-10,replicate analyses,"{""HasProperty"": ""T94-10""}"
0,S0378383912000130-3907,1,Quantity,117,123,T1-1,1.5 mm,"{""unit"": ""mm""}"
1,S0378383912000130-3907,1,MeasuredEntity,124,129,T3-1,beach,"{""HasQuantity"": ""T1-1""}"
0,S0925443913001385-1429,1,Quantity,114,117,T1-1,10%,
1,S0925443913001385-1429,1,MeasuredProperty,124,146,T2-1,fetal calf serum (FCS),"{""HasQuantity"": ""T1-1""}"
2,S0925443913001385-1429,1,MeasuredEntity,40,51,T3-1,DMEM medium,"{""HasProperty"": ""T2-1""}"
3,S0925443913001385-1429,1,Qualifier,96,108,T4-1,supplemented,"{""Qualifies"": ""T3-1""}"
4,S0925443913001385-1429,1,Qualifier,118,123,T5-1,(v/v),"{""Qualifies"": ""T1-1""}"
5,S0925443913001385-1429,2,Quantity,148,152,T1-2,2 mM,"{""unit"": ""mM""}"
6,S0925443913001385-1429,2,MeasuredProperty,153,164,T5-2,l-glutamine,"{""HasQuantity"": ""T1-2""}"
7,S0925443913001385-1429,2,MeasuredEntity,40,51,T2-2,DMEM medium,"{""HasProperty"": ""T5-2""}"
8,S0925443913001385-1429,2,Qualifier,96,108,T3-2,supplemented,"{""Qualifies"": ""T2-2""}"
9,S0925443913001385-1429,3,Quantity,166,174,T1-3,50 μg/ml,"{""unit"": ""μg/ml""}"
10,S0925443913001385-1429,3,MeasuredEntity,40,51,T5-3,DMEM medium,"{""HasQuantity"": ""T1-3""}"
11,S0925443913001385-1429,3,Qualifier,96,108,T4-3,supplemented,"{""Qualifies"": ""T5-3""}"
12,S0925443913001385-1429,4,Quantity,184,193,T1-4,110 μg/ml,"{""unit"": ""μg/ml""}"
13,S0925443913001385-1429,4,MeasuredProperty,194,202,T3-4,pyruvate,"{""HasQuantity"": ""T1-4""}"
14,S0925443913001385-1429,4,MeasuredEntity,40,51,T4-4,DMEM medium,"{""HasProperty"": ""T3-4""}"
15,S0925443913001385-1429,4,Qualifier,96,108,T5-4,supplemented,"{""Qualifies"": ""T4-4""}"
16,S0925443913001385-1429,5,Quantity,204,215,T1-5,"10,000 U/ml","{""unit"": ""U/ml""}"
17,S0925443913001385-1429,5,MeasuredProperty,216,228,T3-5,penicillin G,"{""HasQuantity"": ""T1-5""}"
18,S0925443913001385-1429,5,MeasuredEntity,40,51,T4-5,DMEM medium,"{""HasProperty"": ""T3-5""}"
19,S0925443913001385-1429,5,Qualifier,96,108,T5-5,supplemented,"{""Qualifies"": ""T4-5""}"
20,S0925443913001385-1429,6,Quantity,233,245,T1-6,"10,000 μg/ml","{""unit"": ""μg/ml""}"
21,S0925443913001385-1429,6,MeasuredProperty,246,258,T3-6,streptomycin,"{""HasQuantity"": ""T1-6""}"
22,S0925443913001385-1429,6,MeasuredEntity,40,51,T4-6,DMEM medium,"{""HasProperty"": ""T3-6""}"
23,S0925443913001385-1429,6,Qualifier,96,108,T5-6,supplemented,"{""Qualifies"": ""T4-6""}"
0,S0016236113008041-961,1,Quantity,110,113,T1-1,+1%,"{""unit"": ""%""}"
1,S0016236113008041-961,1,MeasuredEntity,96,106,T2-1,error bars,"{""HasQuantity"": ""T1-1""}"
0,S0927024813003036-2011,1,Quantity,244,272,T1-1,range 1013 cm−3 to 1016 cm−3,"{""mods"": [""IsRange""], ""unit"": ""cm−3""}"
1,S0927024813003036-2011,1,MeasuredEntity,151,172,T3-1,injection level range,"{""HasQuantity"": ""T1-1""}"
2,S0927024813003036-2011,2,Quantity,555,561,T1-2,10 min,"{""unit"": ""min""}"
3,S0927024813003036-2011,2,MeasuredProperty,562,572,T4-2,pre-anneal,"{""HasQuantity"": ""T1-2""}"
4,S0927024813003036-2011,2,MeasuredEntity,497,504,T3-2,samples,"{""HasProperty"": ""T4-2""}"
5,S0927024813003036-2011,3,Quantity,576,582,T1-3,200 °C,"{""unit"": ""°C""}"
6,S0927024813003036-2011,3,MeasuredProperty,562,572,T3-3,pre-anneal,"{""HasQuantity"": ""T1-3""}"
7,S0927024813003036-2011,3,MeasuredEntity,497,504,T5-3,samples,"{""HasProperty"": ""T3-3""}"
8,S0927024813003036-2011,4,Quantity,649,652,T1-4,∼50,"{""mods"": [""IsApproximate"", ""IsCount""]}"
9,S0927024813003036-2011,4,MeasuredEntity,653,669,T2-4,close-up flashes,"{""HasQuantity"": ""T1-4""}"
10,S0927024813003036-2011,5,Quantity,920,927,T1-5,<20  ms,"{""mods"": [""IsRange""], ""unit"": ""ms""}"
11,S0927024813003036-2011,5,MeasuredProperty,812,840,T2-5,aggregated illumination time,"{""HasQuantity"": ""T1-5""}"
12,S0927024813003036-2011,5,MeasuredEntity,848,864,T3-5,flashes of light,"{""HasProperty"": ""T2-5""}"
13,S0927024813003036-2011,6,Quantity,1051,1065,T1-6,more than 24 h,"{""mods"": [""IsRange""], ""unit"": ""h""}"
14,S0927024813003036-2011,6,MeasuredEntity,1014,1041,T2-6,second lifetime measurement,"{""HasQuantity"": ""T1-6""}"
15,S0927024813003036-2011,6,Qualifier,1066,1071,T4-6,later,"{""Qualifies"": ""T1-6""}"
16,S0927024813003036-2011,7,Quantity,1144,1147,T1-7,two,"{""mods"": [""IsCount""]}"
17,S0927024813003036-2011,7,MeasuredEntity,1148,1169,T2-7,lifetime measurements,"{""HasQuantity"": ""T1-7""}"
18,S0927024813003036-2011,8,Quantity,1910,1915,T1-8,0.2p0,"{""unit"": ""p0""}"
19,S0927024813003036-2011,8,MeasuredEntity,1885,1900,T2-8,injection level,"{""HasQuantity"": ""T1-8""}"
20,S0927024813003036-2011,9,Quantity,1990,2004,T1-9,≤1.5×1012 cm−3,"{""mods"": [""IsRange""], ""unit"": ""cm−3""}"
21,S0927024813003036-2011,9,MeasuredProperty,1921,1945,T4-9,bulk iron concentrations,"{""HasQuantity"": ""T1-9""}"
22,S0927024813003036-2011,9,MeasuredEntity,1953,1977,T3-9,“uncontaminated” samples,"{""HasProperty"": ""T4-9""}"
0,S0019103513005058-4302,1,Quantity,581,601,T1-1,3.5–6.1 (×10−4) wt.%,"{""mods"": [""IsRange""], ""unit"": ""wt.%""}"
1,S0019103513005058-4302,1,MeasuredProperty,544,565,T5-1,input of odd nitrogen,"{""HasQuantity"": ""T1-1""}"
2,S0019103513005058-4302,1,MeasuredEntity,602,603,T2-1,N,"{""HasProperty"": ""T5-1""}"
3,S0019103513005058-4302,1,Qualifier,604,659,T4-1,accumulated over 3 byr and mixed into 1.5–2.6 m of soil,"{""Qualifies"": ""T5-1""}"
4,S0019103513005058-4302,2,Quantity,616,626,T1-2,over 3 byr,"{""unit"": ""byr""}"
5,S0019103513005058-4302,2,MeasuredProperty,604,615,T3-2,accumulated,"{""HasQuantity"": ""T1-2""}"
6,S0019103513005058-4302,2,MeasuredEntity,544,565,T4-2,input of odd nitrogen,"{""HasProperty"": ""T3-2""}"
7,S0019103513005058-4302,3,Quantity,642,651,T1-3,1.5–2.6 m,"{""mods"": [""IsRange""], ""unit"": ""m""}"
8,S0019103513005058-4302,3,MeasuredEntity,655,659,T2-3,soil,"{""HasQuantity"": ""T1-3""}"
0,S175058361300203X-1542,1,Quantity,117,134,T1-1,range of 34–38 °C,"{""mods"": [""IsRange""], ""unit"": ""°C""}"
1,S175058361300203X-1542,1,MeasuredProperty,97,109,T2-1,temperatures,"{""HasQuantity"": ""T1-1""}"
2,S175058361300203X-1542,1,MeasuredEntity,26,96,T3-1,seismic velocity in sandstones saturated with brine does not depend on,"{""HasProperty"": ""T2-1""}"
3,S175058361300203X-1542,2,Quantity,383,386,T1-2,50%,"{""unit"": ""%""}"
4,S175058361300203X-1542,2,MeasuredEntity,387,401,T2-2,CO2 saturation,"{""HasQuantity"": ""T1-2""}"
5,S175058361300203X-1542,3,Quantity,459,474,T1-3,less than 5 m/s,"{""mods"": [""IsRange""], ""unit"": ""m/s""}"
6,S175058361300203X-1542,3,MeasuredProperty,453,455,T3-3,Vp,"{""HasQuantity"": ""T1-3""}"
7,S175058361300203X-1542,3,MeasuredEntity,440,449,T2-3,scenarios,"{""HasProperty"": ""T3-3""}"
8,S175058361300203X-1542,3,Qualifier,417,427,T4-3,difference,"{""Qualifies"": ""T3-3""}"
9,S175058361300203X-1542,4,Quantity,512,515,T1-4,±5%,"{""mods"": [""HasTolerance""], ""unit"": ""%""}"
10,S175058361300203X-1542,4,MeasuredProperty,516,521,T3-4,error,"{""HasQuantity"": ""T1-4""}"
11,S175058361300203X-1542,4,MeasuredEntity,525,539,T4-4,CO2 saturation,"{""HasProperty"": ""T3-4""}"
12,S175058361300203X-1542,5,Quantity,646,653,T1-5,±70 m/s,"{""mods"": [""IsRange""], ""unit"": ""m/s""}"
13,S175058361300203X-1542,5,MeasuredProperty,657,659,T4-5,Vp,"{""HasQuantity"": ""T1-5""}"
14,S175058361300203X-1542,5,MeasuredEntity,548,573,T3-5,petrophysical experiments,"{""HasProperty"": ""T4-5""}"
15,S175058361300203X-1542,6,Quantity,776,788,T1-6,34 and 38 °C,"{""mods"": [""IsList""], ""unit"": ""°C""}"
16,S175058361300203X-1542,6,MeasuredProperty,753,764,T3-6,temperature,"{""HasQuantity"": ""T1-6""}"
17,S175058361300203X-1542,6,MeasuredEntity,765,774,T2-6,scenarios,"{""HasProperty"": ""T3-6""}"
0,S016412121300188X-4617,1,Quantity,227,230,T1-1,52%,"{""unit"": ""%""}"
1,S016412121300188X-4617,1,MeasuredEntity,189,225,T3-1,very large dominant coherent cluster,"{""HasQuantity"": ""T1-1""}"
2,S016412121300188X-4617,2,Quantity,299,302,T1-2,11%,"{""unit"": ""%""}"
3,S016412121300188X-4617,2,MeasuredEntity,285,292,T2-2,largest,"{""HasQuantity"": ""T1-2""}"
4,S016412121300188X-4617,2,Qualifier,250,275,T3-2,multiple smaller clusters,"{""Qualifies"": ""T2-2""}"
0,S0167880913001229-1304,1,Quantity,111,137,T1-1,up to 11.25 Mg ha−1 year−1,"{""mods"": [""IsRange""], ""unit"": ""Mg ha−1 year−1""}"
1,S0167880913001229-1304,1,MeasuredEntity,87,106,T3-1,organic fertilisers,"{""HasQuantity"": ""T1-1""}"
2,S0167880913001229-1304,2,Quantity,329,333,T1-2,0.24,
3,S0167880913001229-1304,2,MeasuredProperty,325,326,T3-2,p,"{""HasQuantity"": ""T1-2""}"
4,S0167880913001229-1304,2,MeasuredEntity,143,169,T2-2,no significant differences,"{""HasProperty"": ""T3-2""}"
5,S0167880913001229-1304,3,Quantity,439,446,T1-3,0–10 cm,"{""mods"": [""IsRange""], ""unit"": ""cm""}"
6,S0167880913001229-1304,3,MeasuredProperty,447,452,T4-3,depth,"{""HasQuantity"": ""T1-3""}"
7,S0167880913001229-1304,3,MeasuredEntity,453,456,T3-3,SOC,"{""HasProperty"": ""T4-3""}"
8,S0167880913001229-1304,4,Quantity,463,467,T1-4,0.18,
9,S0167880913001229-1304,4,MeasuredProperty,458,460,T3-4,r2,"{""HasQuantity"": ""T1-4""}"
10,S0167880913001229-1304,4,MeasuredEntity,357,377,T2-4,positive correlation,"{""HasProperty"": ""T3-4""}"
11,S0167880913001229-1304,5,Quantity,471,477,T1-5,< 0.01,"{""mods"": [""IsRange""]}"
12,S0167880913001229-1304,5,MeasuredProperty,469,470,T2-5,p,"{""HasQuantity"": ""T1-5""}"
13,S0167880913001229-1304,5,MeasuredEntity,357,377,T3-5,positive correlation,"{""HasProperty"": ""T2-5""}"
14,S0167880913001229-1304,6,Quantity,571,574,T1-6,two,"{""mods"": [""IsCount""]}"
15,S0167880913001229-1304,6,MeasuredEntity,575,592,T2-6,lower soil depths,"{""HasQuantity"": ""T1-6""}"
16,S0167880913001229-1304,7,Quantity,670,677,T1-7,0–40 cm,"{""mods"": [""IsRange""], ""unit"": ""cm""}"
17,S0167880913001229-1304,7,MeasuredProperty,678,683,T3-7,depth,"{""HasQuantity"": ""T1-7""}"
18,S0167880913001229-1304,7,MeasuredEntity,684,687,T4-7,SOC,"{""HasProperty"": ""T3-7""}"
0,S0019103512001388-3081,1,Quantity,113,118,T1-1,0.64%,"{""unit"": ""%""}"
1,S0019103512001388-3081,1,MeasuredProperty,25,77,T3-1,fractional integrated differential brightness of BS1,"{""HasQuantity"": ""T1-1""}"
2,S0019103512001388-3081,1,MeasuredEntity,85,93,T4-1,H filter,"{""HasProperty"": ""T3-1""}"
3,S0019103512001388-3081,2,Quantity,145,160,T1-2,26 October 2011,
4,S0019103512001388-3081,2,MeasuredEntity,126,141,T2-2,discovery image,"{""HasQuantity"": ""T1-2""}"
5,S0019103512001388-3081,3,Quantity,178,183,T1-3,0.02%,"{""unit"": ""%""}"
6,S0019103512001388-3081,3,MeasuredProperty,25,77,T4-3,fractional integrated differential brightness of BS1,"{""HasQuantity"": ""T1-3""}"
7,S0019103512001388-3081,3,MeasuredEntity,85,93,T5-3,H filter,"{""HasProperty"": ""T4-3""}"
8,S0019103512001388-3081,3,Qualifier,166,174,T2-3,declined,"{""Qualifies"": ""T4-3""}"
9,S0019103512001388-3081,4,Quantity,187,198,T1-4,December 16,
10,S0019103512001388-3081,4,MeasuredProperty,166,174,T3-4,declined,"{""HasQuantity"": ""T1-4""}"
11,S0019103512001388-3081,4,MeasuredEntity,47,93,T2-4,differential brightness of BS1 in the H filter,"{""HasProperty"": ""T3-4""}"
0,S0006322312001096-1190,1,Quantity,673,689,T11-1,at least 5 hours,"{""mods"": [""IsRange""], ""unit"": ""hours""}"
1,S0006322312001096-1190,1,MeasuredProperty,643,648,T2-1,taken,"{""HasQuantity"": ""T11-1""}"
2,S0006322312001096-1190,1,MeasuredEntity,626,638,T1-1,Venous blood,"{""HasProperty"": ""T2-1""}"
3,S0006322312001096-1190,1,Qualifier,690,722,T3-1,"after a light, fat-free breakfas","{""Qualifies"": ""T11-1""}"
4,S0006322312001096-1190,2,Quantity,770,774,T82-2,−4°C,"{""unit"": ""°C""}"
5,S0006322312001096-1190,2,MeasuredProperty,754,766,T102-2,refrigerated,"{""HasQuantity"": ""T82-2""}"
6,S0006322312001096-1190,2,MeasuredEntity,725,749,T92-2,Serum for lipid analyses,"{""HasProperty"": ""T102-2""}"
7,S0006322312001096-1190,3,Quantity,787,802,T23-3,within 72 hours,"{""mods"": [""IsRange""], ""unit"": ""hours""}"
8,S0006322312001096-1190,3,MeasuredProperty,779,786,T113-3,assayed,"{""HasQuantity"": ""T23-3""}"
9,S0006322312001096-1190,3,MeasuredEntity,725,749,T93-3,Serum for lipid analyses,"{""HasProperty"": ""T113-3""}"
10,S0006322312001096-1190,4,Quantity,1216,1223,T44-4,2 hours,"{""unit"": ""hours""}"
11,S0006322312001096-1190,4,MeasuredProperty,1207,1212,T2-4,taken,"{""HasQuantity"": ""T44-4""}"
12,S0006322312001096-1190,4,MeasuredEntity,1177,1201,T1-4,new venous blood samples,"{""HasProperty"": ""T2-4""}"
13,S0006322312001096-1190,4,Qualifier,1224,1269,T144-4,postadministration of a 75 g glucose solution,"{""Qualifies"": ""T44-4""}"
14,S0006322312001096-1190,5,Quantity,1248,1252,T35-5,75 g,"{""unit"": ""g""}"
15,S0006322312001096-1190,5,MeasuredEntity,1253,1269,T205-5,glucose solution,"{""HasQuantity"": ""T35-5""}"
16,S0006322312001096-1190,6,Quantity,1441,1450,T56-6,1.4%–3.1%,"{""mods"": [""IsRange""], ""unit"": ""%""}"
17,S0006322312001096-1190,6,MeasuredProperty,1410,1439,T66-6,mean coefficient of variation,"{""HasQuantity"": ""T56-6""}"
18,S0006322312001096-1190,6,MeasuredEntity,1308,1330,T1-6,glucose oxidase method,"{""HasProperty"": ""T66-6""}"
19,S0006322312001096-1190,7,Quantity,1493,1504,T157-7,≥7.0 mmol/L,"{""mods"": [""IsRange""], ""unit"": ""mmol/L""}"
20,S0006322312001096-1190,7,MeasuredEntity,1477,1492,T237-7,fasting glucose,"{""HasQuantity"": ""T157-7""}"
21,S0006322312001096-1190,8,Quantity,1508,1514,T1-8,2-hour,"{""unit"": ""hour""}"
22,S0006322312001096-1190,8,MeasuredEntity,1515,1531,T3-8,postload glucose,"{""HasQuantity"": ""T1-8""}"
23,S0006322312001096-1190,9,Quantity,1532,1544,T218-9,≥11.1 mmol/L,"{""mods"": [""IsRange""], ""unit"": ""mmol/L""}"
24,S0006322312001096-1190,9,MeasuredEntity,1508,1531,T228-9,2-hour postload glucose,"{""HasQuantity"": ""T218-9""}"
25,S0006322312001096-1190,10,Quantity,1704,1713,T79-10,5 minutes,"{""unit"": ""minutes""}"
26,S0006322312001096-1190,10,MeasuredEntity,1714,1718,T179-10,rest,"{""HasQuantity"": ""T79-10""}"
0,S0167577X14001256-389,1,Quantity,265,269,T1-1,4 nm,"{""unit"": ""nm""}"
1,S0167577X14001256-389,1,MeasuredProperty,270,275,T3-1,width,"{""HasQuantity"": ""T1-1""}"
2,S0167577X14001256-389,1,MeasuredEntity,256,261,T4-1,arrow,"{""HasProperty"": ""T3-1""}"
0,S0925443913001385-1646,1,Quantity,277,283,T1-1,10–30%,"{""mods"": [""IsRange""], ""unit"": ""%""}"
1,S0925443913001385-1646,1,MeasuredEntity,247,275,T2-1,isokinetic sucrose gradients,"{""HasQuantity"": ""T1-1""}"
2,S0925443913001385-1646,2,Quantity,1438,1441,T1-2,63%,"{""unit"": ""%""}"
3,S0925443913001385-1646,2,MeasuredProperty,1391,1419,T2-2,levels in the subject sample,"{""HasQuantity"": ""T1-2""}"
4,S0925443913001385-1646,2,MeasuredEntity,1445,1458,T4-2,control value,"{""HasProperty"": ""T2-2""}"
5,S0925443913001385-1646,2,Qualifier,1425,1437,T3-2,decreased to,"{""Qualifies"": ""T2-2""}"
0,S0960148113004989-3258,1,Quantity,180,184,T1-1,30 m,"{""unit"": ""m""}"
1,S0960148113004989-3258,1,MeasuredProperty,160,176,T4-1,minimum distance,"{""HasQuantity"": ""T1-1""}"
2,S0960148113004989-3258,1,MeasuredEntity,18,32,T3-1,third scenario,"{""HasProperty"": ""T4-1""}"
3,S0960148113004989-3258,1,Qualifier,185,205,T5-1,between each turbine,"{""Qualifies"": ""T4-1""}"
4,S0960148113004989-3258,2,Quantity,251,253,T1-2,56,"{""mods"": [""IsCount""]}"
5,S0960148113004989-3258,2,MeasuredEntity,254,264,T2-2,iterations,"{""HasQuantity"": ""T1-2""}"
6,S0960148113004989-3258,3,Quantity,266,268,T1-3,55,"{""mods"": [""IsCount""]}"
7,S0960148113004989-3258,3,MeasuredEntity,269,289,T2-3,gradient evaluations,"{""HasQuantity"": ""T1-3""}"
8,S0960148113004989-3258,4,Quantity,291,293,T1-4,73,"{""mods"": [""IsCount""]}"
9,S0960148113004989-3258,4,MeasuredEntity,294,316,T2-4,functional evaluations,"{""HasQuantity"": ""T1-4""}"
10,S0960148113004989-3258,5,Quantity,354,361,T1-5,40.6 MW,"{""unit"": ""MW""}"
11,S0960148113004989-3258,5,MeasuredProperty,345,353,T4-5,extracts,"{""HasQuantity"": ""T1-5""}"
12,S0960148113004989-3258,5,MeasuredEntity,323,344,T3-5,optimised farm layout,"{""HasProperty"": ""T4-5""}"
13,S0960148113004989-3258,6,Quantity,399,402,T1-6,31%,"{""unit"": ""%""}"
14,S0960148113004989-3258,6,MeasuredEntity,387,395,T2-6,increase,"{""HasQuantity"": ""T1-6""}"
15,S0960148113004989-3258,7,Quantity,435,442,T1-7,30.9 MW,"{""unit"": ""MW""}"
16,S0960148113004989-3258,7,MeasuredProperty,345,353,T4-7,extracts,"{""HasQuantity"": ""T1-7""}"
17,S0960148113004989-3258,7,MeasuredEntity,419,433,T2-7,initial layout,"{""HasProperty"": ""T4-7""}"
0,S1359835X13001875-1359,1,Quantity,87,90,T1-1,1 m,"{""unit"": ""m""}"
1,S1359835X13001875-1359,1,MeasuredProperty,68,79,T4-1,side length,"{""HasQuantity"": ""T1-1""}"
2,S1359835X13001875-1359,1,MeasuredEntity,24,53,T5-1,two-dimensional square system,"{""HasProperty"": ""T4-1""}"
3,S1359835X13001875-1359,2,Quantity,107,130,T1-2,1000 discrete particles,"{""unit"": ""discrete particles""}"
4,S1359835X13001875-1359,2,MeasuredEntity,24,53,T3-2,two-dimensional square system,"{""HasQuantity"": ""T1-2""}"
5,S1359835X13001875-1359,3,Quantity,233,241,T1-3,1000 m−2,"{""unit"": ""m−2""}"
6,S1359835X13001875-1359,3,MeasuredProperty,205,212,T3-3,density,"{""HasQuantity"": ""T1-3""}"
7,S1359835X13001875-1359,3,MeasuredEntity,198,204,T4-3,number,"{""HasProperty"": ""T3-3""}"
0,S0921818113002245-882,1,Quantity,186,196,T1-1,873 varves,"{""unit"": ""varves""}"
1,S0921818113002245-882,1,MeasuredEntity,176,182,T2-1,series,"{""HasQuantity"": ""T1-1""}"
2,S0921818113002245-882,2,Quantity,549,556,T1-2,AD 1850,
3,S0921818113002245-882,2,MeasuredEntity,557,579,T2-2,lead pollution horizon,"{""HasQuantity"": ""T1-2""}"
