	X	label
2397	"tensor([-3.2206e+00, -1.3415e+00,  3.4215e+00,  ...,  8.3614e-04,
         3.3290e-03,  3.0061e-03])"	1
2398	tensor([-0.4913, -1.3107, -0.3828,  ...,  0.0051,  0.0720,  0.0390])	1
2399	tensor([-2.4197,  2.5791,  2.8408,  ...,  0.0050,  0.0151,  0.0057])	1
2400	tensor([-2.2449,  1.6163,  1.7083,  ...,  0.0072,  0.0079,  0.0089])	1
2401	tensor([0.0127, 1.8056, 1.5829,  ..., 0.0044, 0.0498, 0.0100])	1
2402	"tensor([-2.3128e+00,  9.8023e-01,  2.1126e+00,  ...,  7.9091e-04,
         1.1007e-02,  1.1233e-02])"	1
2403	"tensor([-2.3128e+00,  9.8023e-01,  2.1126e+00,  ...,  4.4361e-04,
         1.9002e-02,  8.0170e-03])"	0
2404	"tensor([1.3273e+00, 3.8181e+00, 3.8279e+00,  ..., 1.1056e-03, 7.3744e-03,
        1.0388e-02])"	1
2405	"tensor([1.3273e+00, 3.8181e+00, 3.8279e+00,  ..., 6.5481e-04, 1.0069e-02,
        1.6577e-03])"	0
2406	"tensor([-1.7735e+00,  2.1619e+00,  5.7767e+00,  ...,  1.8845e-04,
         4.1810e-03,  3.8428e-03])"	0
2407	"tensor([-1.7735e+00,  2.1619e+00,  5.7767e+00,  ...,  8.1801e-04,
         1.6530e-02,  2.4361e-02])"	1
2408	"tensor([-2.0088e+00,  8.6400e-01,  4.8741e+00,  ...,  1.5046e-03,
         1.0977e-02,  4.8554e-03])"	1
2409	"tensor([-2.0088e+00,  8.6400e-01,  4.8741e+00,  ...,  4.0693e-04,
         5.9577e-03,  4.2407e-03])"	0
2410	"tensor([-2.0088e+00,  8.6400e-01,  4.8741e+00,  ...,  1.1141e-04,
         3.4873e-03,  2.6400e-03])"	0
2411	"tensor([1.7997e+00, 7.0699e-01, 3.5032e+00,  ..., 1.4945e-03, 3.2609e-03,
        5.1969e-03])"	1
2412	"tensor([1.7997e+00, 7.0699e-01, 3.5032e+00,  ..., 2.4959e-04, 1.7547e-03,
        4.9551e-03])"	0
2413	"tensor([1.7997e+00, 7.0699e-01, 3.5032e+00,  ..., 5.1460e-05, 5.2805e-04,
        1.1526e-03])"	0
2414	"tensor([-2.3159e+00,  1.8996e+00,  2.4932e+00,  ...,  2.6558e-04,
         2.9710e-03,  2.3894e-03])"	0
2415	"tensor([-2.3159e+00,  1.8996e+00,  2.4932e+00,  ...,  1.8559e-04,
         3.7228e-03,  4.3600e-03])"	1
2416	"tensor([-2.3159e+00,  1.8996e+00,  2.4932e+00,  ...,  2.3304e-05,
         8.5972e-04,  3.7933e-03])"	0
2417	"tensor([-1.3664e+00,  8.9444e-01,  2.9146e+00,  ...,  3.1838e-04,
         8.4956e-03,  2.9253e-03])"	0
2418	"tensor([-1.3664e+00,  8.9444e-01,  2.9146e+00,  ...,  4.0114e-04,
         6.0854e-03,  2.3559e-03])"	1
2419	"tensor([-1.3664e+00,  8.9444e-01,  2.9146e+00,  ...,  4.5802e-05,
         1.0664e-03,  3.0533e-04])"	0
2420	"tensor([-7.3693e-01,  1.6967e+00,  2.7388e+00,  ...,  6.1610e-04,
         3.3886e-03,  4.0994e-03])"	0
2421	"tensor([-7.3693e-01,  1.6967e+00,  2.7388e+00,  ...,  6.9850e-04,
         2.4648e-03,  5.6239e-03])"	0
2422	"tensor([-7.3693e-01,  1.6967e+00,  2.7388e+00,  ...,  4.0783e-04,
         2.6069e-03,  2.2151e-03])"	1
2423	"tensor([-2.0730e+00,  4.0498e-01,  5.2703e+00,  ...,  1.0098e-04,
         2.5116e-03,  8.3458e-04])"	0
2424	"tensor([-2.0730e+00,  4.0498e-01,  5.2703e+00,  ...,  4.1812e-05,
         1.4982e-03,  1.6677e-03])"	0
2425	"tensor([-2.0730e+00,  4.0498e-01,  5.2703e+00,  ...,  4.6995e-05,
         1.4591e-03,  3.4271e-03])"	1
2426	"tensor([-1.8214e+00,  1.0531e+00,  2.4636e+00,  ...,  6.3458e-04,
         4.2928e-03,  1.6874e-02])"	1
2427	"tensor([-1.8214e+00,  1.0531e+00,  2.4636e+00,  ...,  4.0498e-04,
         4.3658e-03,  1.0204e-02])"	0
2428	"tensor([-1.8214e+00,  1.0531e+00,  2.4636e+00,  ...,  4.1854e-04,
         5.3075e-03,  1.3486e-02])"	0
2429	"tensor([-1.8214e+00,  1.0531e+00,  2.4636e+00,  ...,  6.3458e-04,
         4.2928e-03,  1.6874e-02])"	0
2430	"tensor([-1.8214e+00,  1.0531e+00,  2.4636e+00,  ...,  4.0498e-04,
         4.3658e-03,  1.0204e-02])"	1
2431	"tensor([-1.8214e+00,  1.0531e+00,  2.4636e+00,  ...,  4.1854e-04,
         5.3075e-03,  1.3486e-02])"	0
2432	"tensor([1.5501e+00, 3.2481e+00, 4.8749e+00,  ..., 3.2708e-04, 9.7469e-04,
        3.6187e-03])"	1
2433	"tensor([1.5501e+00, 3.2481e+00, 4.8749e+00,  ..., 2.6908e-03, 5.0556e-03,
        4.1236e-03])"	0
2434	"tensor([1.5501e+00, 3.2481e+00, 4.8749e+00,  ..., 8.6861e-04, 3.0305e-03,
        3.0636e-03])"	0
2435	"tensor([2.2690e+00, 2.0209e+00, 3.9429e+00,  ..., 3.0520e-04, 1.2608e-03,
        3.5298e-03])"	0
2436	"tensor([2.2690e+00, 2.0209e+00, 3.9429e+00,  ..., 2.6513e-03, 6.6640e-03,
        5.6382e-03])"	1
2437	"tensor([2.2690e+00, 2.0209e+00, 3.9429e+00,  ..., 7.4919e-04, 4.7839e-03,
        3.7228e-03])"	0
2438	"tensor([2.8342e+00, 3.3647e+00, 2.4722e+00,  ..., 2.4026e-04, 3.4409e-03,
        5.2698e-03])"	0
2439	"tensor([2.8342e+00, 3.3647e+00, 2.4722e+00,  ..., 1.1681e-03, 1.1273e-02,
        1.2542e-02])"	0
2440	"tensor([2.8342e+00, 3.3647e+00, 2.4722e+00,  ..., 9.6483e-04, 1.8965e-02,
        1.8762e-02])"	1
2441	tensor([1.6242, 3.8090, 2.6085,  ..., 0.0133, 0.0385, 0.1595])	1
2442	"tensor([1.6242e+00, 3.8090e+00, 2.6085e+00,  ..., 1.7100e-03, 3.1764e-03,
        1.3286e-02])"	0
2443	tensor([1.6242, 3.8090, 2.6085,  ..., 0.0133, 0.0385, 0.1595])	0
2444	"tensor([1.6242e+00, 3.8090e+00, 2.6085e+00,  ..., 1.7100e-03, 3.1764e-03,
        1.3286e-02])"	1
2445	tensor([0.4471, 4.3090, 5.6461,  ..., 0.0125, 0.0138, 0.0243])	0
2446	tensor([0.4471, 4.3090, 5.6461,  ..., 0.0094, 0.0148, 0.0174])	1
2447	tensor([1.1967, 1.4163, 2.5564,  ..., 0.0157, 0.0074, 0.0358])	1
2448	tensor([0.7757, 2.0702, 3.4496,  ..., 0.0165, 0.0104, 0.0127])	1
2449	tensor([0.1054, 4.1199, 2.3640,  ..., 0.0070, 0.0704, 0.1129])	1
2450	"tensor([-3.0692e-02,  6.9797e-01,  3.6841e+00,  ...,  1.3480e-03,
         1.1282e-02,  1.2296e-02])"	1
2451	tensor([-0.1566,  0.6956,  3.5725,  ...,  0.0191,  0.0234,  0.0249])	1
2452	tensor([ 0.2121, -0.7370,  3.7337,  ...,  0.0173,  0.0479,  0.0274])	1
2453	tensor([-1.1170,  1.7440,  1.4350,  ...,  0.0107,  0.0110,  0.0112])	1
2454	tensor([0.8230, 1.1723, 3.7967,  ..., 0.0167, 0.0068, 0.0129])	1
2455	"tensor([-2.3766e+00,  2.1822e+00,  1.8079e+00,  ...,  1.5024e-05,
         1.8340e-03,  8.3387e-03])"	1
2456	"tensor([1.3425e+00, 5.3300e-01, 3.2282e+00,  ..., 2.3199e-05, 5.3075e-04,
        4.4452e-03])"	1
2457	tensor([-3.0411,  2.3777,  4.3487,  ...,  0.0044,  0.0455,  0.0198])	0
2458	tensor([-3.0411,  2.3777,  4.3487,  ...,  0.0053,  0.0222,  0.0266])	1
2459	tensor([-3.0411,  2.3777,  4.3487,  ...,  0.0044,  0.0455,  0.0198])	0
2460	tensor([-3.0411,  2.3777,  4.3487,  ...,  0.0053,  0.0222,  0.0266])	0
2461	tensor([0.6104, 1.6423, 3.5089,  ..., 0.0057, 0.0225, 0.0177])	1
2462	tensor([0.6104, 1.6423, 3.5089,  ..., 0.0049, 0.0061, 0.0116])	0
2463	tensor([-3.2366, -0.2350,  2.0776,  ...,  0.0052,  0.0241,  0.0169])	1
2464	tensor([-3.2366, -0.2350,  2.0776,  ...,  0.0083,  0.0092,  0.0134])	0
2465	tensor([-3.2366, -0.2350,  2.0776,  ...,  0.0052,  0.0241,  0.0169])	0
2466	tensor([-3.2366, -0.2350,  2.0776,  ...,  0.0083,  0.0092,  0.0134])	1
2467	tensor([-3.2366, -0.2350,  2.0776,  ...,  0.0052,  0.0241,  0.0169])	0
2468	tensor([-3.2366, -0.2350,  2.0776,  ...,  0.0083,  0.0092,  0.0134])	0
2469	"tensor([-5.5983e-01, -5.7827e-01, -1.6315e+00,  ...,  5.8238e-04,
         9.0649e-03,  5.1942e-03])"	1
2470	"tensor([-5.5983e-01, -5.7827e-01, -1.6315e+00,  ...,  2.2631e-04,
         8.2786e-03,  3.6029e-03])"	0
2471	"tensor([-5.5983e-01, -5.7827e-01, -1.6315e+00,  ...,  5.8238e-04,
         9.0649e-03,  5.1942e-03])"	0
2472	"tensor([-5.5983e-01, -5.7827e-01, -1.6315e+00,  ...,  2.2631e-04,
         8.2786e-03,  3.6029e-03])"	1
2473	"tensor([-1.1342e+00,  1.0394e+00,  6.0189e-01,  ...,  7.5637e-04,
         1.5732e-02,  4.4063e-03])"	1
2474	"tensor([-1.1342e+00,  1.0394e+00,  6.0189e-01,  ...,  4.6530e-04,
         6.7304e-03,  3.1951e-03])"	0
2475	"tensor([-2.3977e-01, -4.4327e-01,  1.0167e+00,  ...,  7.2120e-04,
         8.2044e-03,  7.0387e-03])"	0
2476	tensor([-0.2398, -0.4433,  1.0167,  ...,  0.0014,  0.0083,  0.0074])	1
2477	"tensor([-3.6505e+00,  3.2612e+00, -3.6571e-01,  ...,  4.9726e-04,
         4.7367e-03,  1.3762e-02])"	1
2478	"tensor([-9.7690e-01,  1.2668e+00,  2.7183e+00,  ...,  1.6656e-04,
         7.8149e-04,  8.5554e-03])"	1
2479	"tensor([-2.0086e+00,  2.1100e+00,  4.4395e+00,  ...,  2.9928e-04,
         6.6158e-03,  6.9361e-03])"	1
2480	"tensor([2.6902e+00, 2.2399e+00, 2.8294e+00,  ..., 1.7800e-03, 3.9891e-02,
        3.5409e-02])"	1
2481	"tensor([ 5.2163e+00, -9.0153e-01,  3.2593e+00,  ...,  2.7716e-03,
         2.0434e-02,  6.1730e-02])"	1
2482	tensor([3.3809, 3.6712, 2.6621,  ..., 0.0447, 0.0350, 0.0294])	1
2483	tensor([2.9187, 4.4430, 4.6230,  ..., 0.0164, 0.0303, 0.0477])	1
2484	"tensor([-1.7565e+00,  1.1527e+00, -1.8844e+00,  ...,  1.4805e-03,
         1.0093e-02,  8.8242e-03])"	1
2485	"tensor([-9.0643e-01,  3.8903e+00,  5.5608e-01,  ...,  1.6819e-03,
         1.3017e-02,  1.0984e-02])"	1
2486	"tensor([-2.5617e+00,  2.2012e+00,  1.1816e+00,  ...,  1.0629e-03,
         4.0732e-03,  3.6269e-03])"	0
2487	"tensor([-2.5617e+00,  2.2012e+00,  1.1816e+00,  ...,  5.3573e-04,
         8.2943e-03,  1.2958e-02])"	1
2488	"tensor([-2.5617e+00,  2.2012e+00,  1.1816e+00,  ...,  2.6591e-04,
         2.3845e-03,  1.0961e-03])"	0
2489	"tensor([3.4813e-01, 2.9661e+00, 1.9431e+00,  ..., 5.8947e-04, 9.9451e-03,
        9.6009e-03])"	1
2490	"tensor([3.4813e-01, 2.9661e+00, 1.9431e+00,  ..., 3.7632e-04, 3.7323e-03,
        2.0659e-03])"	0
2491	"tensor([3.4813e-01, 2.9661e+00, 1.9431e+00,  ..., 1.4319e-04, 1.8388e-03,
        8.8750e-04])"	0
2492	"tensor([3.4813e-01, 2.9661e+00, 1.9431e+00,  ..., 5.8947e-04, 9.9451e-03,
        9.6009e-03])"	0
2493	"tensor([3.4813e-01, 2.9661e+00, 1.9431e+00,  ..., 3.7632e-04, 3.7323e-03,
        2.0659e-03])"	1
2494	"tensor([3.4813e-01, 2.9661e+00, 1.9431e+00,  ..., 1.4319e-04, 1.8388e-03,
        8.8750e-04])"	0
2495	"tensor([-1.5475e+00,  3.1163e+00,  4.8893e+00,  ...,  6.5374e-04,
         1.2278e-02,  2.9774e-02])"	1
2496	"tensor([-1.5475e+00,  3.1163e+00,  4.8893e+00,  ...,  2.6589e-04,
         4.3489e-03,  7.0010e-03])"	0
2497	"tensor([-1.5475e+00,  3.1163e+00,  4.8893e+00,  ...,  7.2778e-05,
         1.0975e-03,  2.4042e-03])"	0
2498	"tensor([-1.2622e+00,  2.0389e+00,  3.0864e+00,  ...,  7.4075e-05,
         4.4674e-04,  4.5541e-03])"	0
2499	"tensor([-1.2622e+00,  2.0389e+00,  3.0864e+00,  ...,  1.6698e-04,
         5.8075e-03,  2.2719e-02])"	0
2500	"tensor([-1.2622e+00,  2.0389e+00,  3.0864e+00,  ...,  2.2332e-04,
         6.4133e-03,  4.7379e-03])"	1
2501	"tensor([-2.3108e-01,  9.7347e-01,  2.6824e+00,  ...,  1.0345e-04,
         2.5726e-03,  1.2403e-02])"	0
2502	"tensor([-2.3108e-01,  9.7347e-01,  2.6824e+00,  ...,  1.3447e-04,
         5.8916e-03,  4.7395e-03])"	0
2503	"tensor([-2.3108e-01,  9.7347e-01,  2.6824e+00,  ...,  2.5632e-04,
         7.7771e-03,  4.8475e-03])"	1
2504	"tensor([1.5846e-01, 2.0268e+00, 4.9089e+00,  ..., 2.4812e-03, 1.6649e-02,
        1.9272e-02])"	1
2505	"tensor([1.5846e-01, 2.0268e+00, 4.9089e+00,  ..., 2.3356e-03, 2.6848e-02,
        2.4706e-02])"	0
2506	"tensor([1.5846e-01, 2.0268e+00, 4.9089e+00,  ..., 2.4812e-03, 1.6649e-02,
        1.9272e-02])"	0
2507	"tensor([1.5846e-01, 2.0268e+00, 4.9089e+00,  ..., 2.3356e-03, 2.6848e-02,
        2.4706e-02])"	1
2508	"tensor([-2.2373e+00,  8.0488e-01,  4.7395e+00,  ...,  1.3962e-03,
         2.0437e-02,  1.1315e-02])"	1
2509	"tensor([-2.2373e+00,  8.0488e-01,  4.7395e+00,  ...,  5.2029e-04,
         2.3653e-02,  1.5825e-02])"	0
2510	"tensor([1.4158e+00, 1.1648e+00, 1.7402e+00,  ..., 1.0415e-04, 4.0243e-04,
        6.3210e-04])"	1
2511	"tensor([1.4158e+00, 1.1648e+00, 1.7402e+00,  ..., 4.4031e-04, 3.1088e-03,
        4.5889e-03])"	0
2512	"tensor([1.4158e+00, 1.1648e+00, 1.7402e+00,  ..., 1.0415e-04, 4.0243e-04,
        6.3210e-04])"	0
2513	"tensor([1.4158e+00, 1.1648e+00, 1.7402e+00,  ..., 4.4031e-04, 3.1088e-03,
        4.5889e-03])"	1
2514	"tensor([-2.9900e+00,  7.3896e-01,  6.0710e+00,  ...,  1.9501e-04,
         2.1196e-03,  1.5886e-03])"	1
2515	"tensor([-2.9900e+00,  7.3896e-01,  6.0710e+00,  ...,  1.6416e-04,
         3.6393e-03,  3.2139e-03])"	0
2516	"tensor([-1.0214e+00,  1.1233e+00,  4.6840e+00,  ...,  2.0681e-04,
         6.0599e-04,  7.8149e-04])"	0
2517	"tensor([-1.0214e+00,  1.1233e+00,  4.6840e+00,  ...,  1.1110e-03,
         3.2239e-03,  2.9645e-03])"	1
2518	"tensor([2.2017e+00, 1.1440e+00, 3.4650e+00,  ..., 3.3675e-03, 3.0312e-02,
        1.9851e-02])"	1
2519	"tensor([3.4357e+00, 7.4628e-01, 3.0395e+00,  ..., 2.4660e-03, 1.4458e-02,
        6.4417e-03])"	1
2520	"tensor([1.7384e+00, 1.2985e+00, 1.5163e+00,  ..., 4.9324e-04, 9.8545e-04,
        1.8616e-04])"	1
2521	"tensor([1.7384e+00, 1.2985e+00, 1.5163e+00,  ..., 4.8412e-04, 3.2215e-03,
        7.6414e-04])"	0
2522	"tensor([1.7384e+00, 1.2985e+00, 1.5163e+00,  ..., 4.9324e-04, 9.8545e-04,
        1.8616e-04])"	0
2523	"tensor([1.7384e+00, 1.2985e+00, 1.5163e+00,  ..., 4.8412e-04, 3.2215e-03,
        7.6414e-04])"	1
2524	"tensor([-9.6042e-01,  2.7734e+00,  2.1743e+00,  ...,  3.5145e-04,
         4.9468e-03,  1.7713e-03])"	1
2525	"tensor([-9.6042e-01,  2.7734e+00,  2.1743e+00,  ...,  6.6774e-05,
         5.6332e-03,  4.2610e-03])"	0
2526	"tensor([-5.7821e-01,  2.6937e+00,  2.7678e+00,  ...,  1.7665e-04,
         8.1054e-04,  8.6256e-04])"	0
2527	"tensor([-5.7821e-01,  2.6937e+00,  2.7678e+00,  ...,  1.9213e-04,
         9.5025e-03,  8.1060e-03])"	1
2528	"tensor([-3.1156e+00,  7.4193e-01,  3.5618e+00,  ...,  2.6510e-03,
         3.7297e-02,  3.6461e-02])"	1
2529	"tensor([ 2.1208e+00, -8.7511e-03,  5.3154e+00,  ...,  3.0220e-03,
         1.2263e-02,  4.1401e-02])"	1
2530	tensor([-0.3879, -1.9579,  3.8668,  ...,  0.0096,  0.0150,  0.0260])	1
2531	"tensor([-3.8788e-01, -1.9579e+00,  3.8668e+00,  ...,  1.2932e-03,
         4.3843e-03,  6.7713e-03])"	0
2532	"tensor([-3.8788e-01, -1.9579e+00,  3.8668e+00,  ...,  2.1658e-03,
         2.8489e-03,  7.7135e-03])"	0
2533	tensor([0.7462, 3.9522, 1.8980,  ..., 0.0111, 0.0233, 0.0931])	0
2534	"tensor([7.4616e-01, 3.9522e+00, 1.8980e+00,  ..., 2.5407e-03, 1.4869e-02,
        6.7734e-02])"	1
2535	"tensor([7.4616e-01, 3.9522e+00, 1.8980e+00,  ..., 3.0776e-03, 8.2959e-03,
        5.0075e-02])"	0
2536	tensor([0.7462, 3.9522, 1.8980,  ..., 0.0111, 0.0233, 0.0931])	0
2537	"tensor([7.4616e-01, 3.9522e+00, 1.8980e+00,  ..., 2.5407e-03, 1.4869e-02,
        6.7734e-02])"	0
2538	"tensor([7.4616e-01, 3.9522e+00, 1.8980e+00,  ..., 3.0776e-03, 8.2959e-03,
        5.0075e-02])"	1
2539	tensor([-1.5317,  2.3073,  2.8039,  ...,  0.0070,  0.0075,  0.0572])	0
2540	tensor([-1.5317,  2.3073,  2.8039,  ...,  0.0038,  0.0114,  0.0444])	1
2541	tensor([-1.5317,  2.3073,  2.8039,  ...,  0.0050,  0.0092,  0.0325])	0
2542	tensor([-1.5317,  2.3073,  2.8039,  ...,  0.0070,  0.0075,  0.0572])	0
2543	tensor([-1.5317,  2.3073,  2.8039,  ...,  0.0038,  0.0114,  0.0444])	0
2544	tensor([-1.5317,  2.3073,  2.8039,  ...,  0.0050,  0.0092,  0.0325])	1
2545	"tensor([-1.1938e+00,  1.6043e+00,  1.0501e+00,  ...,  1.5145e-03,
         1.9972e-02,  4.0185e-02])"	1
2546	"tensor([-1.1938e+00,  1.6043e+00,  1.0501e+00,  ...,  5.6105e-04,
         2.3443e-03,  1.3628e-03])"	0
2547	"tensor([-1.1938e+00,  1.6043e+00,  1.0501e+00,  ...,  3.3613e-05,
         1.6767e-04,  1.9071e-04])"	0
2548	"tensor([-1.1938e+00,  1.6043e+00,  1.0501e+00,  ...,  2.6008e-05,
         5.8763e-05,  1.4215e-04])"	0
2549	"tensor([-1.1938e+00,  1.6043e+00,  1.0501e+00,  ...,  8.5070e-06,
         4.8103e-05,  1.0687e-04])"	0
2550	"tensor([-1.1938e+00,  1.6043e+00,  1.0501e+00,  ...,  1.0918e-05,
         1.0589e-04,  3.4259e-04])"	0
2551	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  1.8569e-04,
         2.9790e-03,  6.4333e-03])"	0
2552	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  2.9904e-03,
         3.7872e-02,  2.7548e-02])"	0
2553	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  1.7008e-04,
         4.5225e-03,  3.8133e-03])"	1
2554	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  2.6681e-04,
         5.2211e-03,  3.0538e-03])"	0
2555	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  5.2034e-05,
         2.5583e-03,  2.1192e-03])"	0
2556	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  1.5004e-05,
         1.0065e-03,  1.8345e-03])"	0
2557	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  1.8569e-04,
         2.9790e-03,  6.4333e-03])"	0
2558	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  2.9904e-03,
         3.7872e-02,  2.7548e-02])"	0
2559	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  1.7008e-04,
         4.5225e-03,  3.8133e-03])"	0
2560	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  2.6681e-04,
         5.2211e-03,  3.0538e-03])"	1
2561	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  5.2034e-05,
         2.5583e-03,  2.1192e-03])"	0
2562	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  1.5004e-05,
         1.0065e-03,  1.8345e-03])"	0
2563	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  1.8569e-04,
         2.9790e-03,  6.4333e-03])"	0
2564	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  2.9904e-03,
         3.7872e-02,  2.7548e-02])"	0
2565	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  1.7008e-04,
         4.5225e-03,  3.8133e-03])"	0
2566	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  2.6681e-04,
         5.2211e-03,  3.0538e-03])"	0
2567	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  5.2034e-05,
         2.5583e-03,  2.1192e-03])"	1
2568	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  1.5004e-05,
         1.0065e-03,  1.8345e-03])"	0
2569	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  1.8569e-04,
         2.9790e-03,  6.4333e-03])"	0
2570	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  2.9904e-03,
         3.7872e-02,  2.7548e-02])"	0
2571	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  1.7008e-04,
         4.5225e-03,  3.8133e-03])"	0
2572	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  2.6681e-04,
         5.2211e-03,  3.0538e-03])"	0
2573	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  5.2034e-05,
         2.5583e-03,  2.1192e-03])"	0
2574	"tensor([-7.7246e-01,  1.7046e+00,  4.1129e+00,  ...,  1.5004e-05,
         1.0065e-03,  1.8345e-03])"	1
2575	"tensor([2.7667e+00, 3.1808e-01, 6.0957e+00,  ..., 1.9567e-04, 1.1311e-03,
        3.0191e-03])"	0
2576	"tensor([2.7667e+00, 3.1808e-01, 6.0957e+00,  ..., 3.8450e-03, 3.0249e-03,
        2.0410e-03])"	1
2577	"tensor([2.7667e+00, 3.1808e-01, 6.0957e+00,  ..., 3.6738e-04, 1.9980e-04,
        5.8032e-04])"	0
2578	"tensor([2.7667e+00, 3.1808e-01, 6.0957e+00,  ..., 5.1796e-04, 9.1033e-05,
        5.5015e-04])"	0
2579	"tensor([2.7667e+00, 3.1808e-01, 6.0957e+00,  ..., 1.1593e-04, 9.4856e-05,
        4.8719e-04])"	0
2580	"tensor([2.7667e+00, 3.1808e-01, 6.0957e+00,  ..., 4.5103e-05, 9.6997e-05,
        6.2191e-04])"	0
2581	"tensor([-4.8668e-02,  2.9057e-01,  3.5875e+00,  ...,  1.1058e-04,
         1.2641e-03,  1.5393e-02])"	0
2582	"tensor([-4.8668e-02,  2.9057e-01,  3.5875e+00,  ...,  1.0765e-03,
         2.5099e-02,  8.4628e-02])"	0
2583	"tensor([-4.8668e-02,  2.9057e-01,  3.5875e+00,  ...,  1.8943e-04,
         1.7676e-02,  2.3725e-02])"	1
2584	"tensor([-4.8668e-02,  2.9057e-01,  3.5875e+00,  ...,  2.3432e-04,
         2.6163e-02,  1.4254e-02])"	0
2585	"tensor([-4.8668e-02,  2.9057e-01,  3.5875e+00,  ...,  4.4946e-05,
         1.0637e-02,  1.2735e-02])"	0
2586	"tensor([-4.8668e-02,  2.9057e-01,  3.5875e+00,  ...,  1.9542e-05,
         3.9974e-03,  7.5072e-03])"	0
2587	"tensor([ 1.8785e-01, -9.9096e-01,  2.7284e+00,  ...,  5.8295e-05,
         6.7414e-04,  8.3026e-03])"	0
2588	"tensor([ 1.8785e-01, -9.9096e-01,  2.7284e+00,  ...,  5.2582e-04,
         2.8261e-02,  4.4014e-02])"	0
2589	"tensor([ 1.8785e-01, -9.9096e-01,  2.7284e+00,  ...,  1.2714e-04,
         1.0883e-02,  2.3304e-02])"	0
2590	"tensor([ 1.8785e-01, -9.9096e-01,  2.7284e+00,  ...,  1.3016e-04,
         2.0204e-02,  1.6804e-02])"	1
2591	"tensor([ 1.8785e-01, -9.9096e-01,  2.7284e+00,  ...,  3.3463e-05,
         9.9933e-03,  1.2063e-02])"	0
2592	"tensor([ 1.8785e-01, -9.9096e-01,  2.7284e+00,  ...,  1.6020e-05,
         3.2798e-03,  6.6450e-03])"	0
2593	"tensor([-1.1599e+00, -9.0613e-01,  1.9907e+00,  ...,  4.7503e-05,
         6.9426e-04,  9.0234e-03])"	0
2594	"tensor([-1.1599e+00, -9.0613e-01,  1.9907e+00,  ...,  3.3460e-04,
         8.2389e-03,  3.8973e-02])"	0
2595	"tensor([-1.1599e+00, -9.0613e-01,  1.9907e+00,  ...,  6.3392e-05,
         2.4649e-03,  1.4379e-02])"	0
2596	"tensor([-1.1599e+00, -9.0613e-01,  1.9907e+00,  ...,  6.3889e-05,
         6.7325e-03,  1.3969e-02])"	0
2597	"tensor([-1.1599e+00, -9.0613e-01,  1.9907e+00,  ...,  2.6058e-05,
         1.2989e-02,  2.0049e-02])"	1
2598	"tensor([-1.1599e+00, -9.0613e-01,  1.9907e+00,  ...,  1.7808e-05,
         7.8993e-03,  1.4525e-02])"	0
2599	"tensor([-1.3042e+00, -1.6387e+00, -2.2800e-01,  ...,  8.7143e-05,
         2.7668e-03,  2.0791e-02])"	0
2600	"tensor([-1.3042e+00, -1.6387e+00, -2.2800e-01,  ...,  1.8917e-04,
         2.4966e-03,  1.0901e-02])"	0
2601	"tensor([-1.3042e+00, -1.6387e+00, -2.2800e-01,  ...,  2.3062e-05,
         4.6938e-04,  2.2082e-03])"	0
2602	"tensor([-1.3042e+00, -1.6387e+00, -2.2800e-01,  ...,  2.4428e-05,
         1.0353e-03,  1.7493e-03])"	0
2603	"tensor([-1.3042e+00, -1.6387e+00, -2.2800e-01,  ...,  1.5479e-05,
         3.0137e-03,  4.1192e-03])"	0
2604	"tensor([-1.3042e+00, -1.6387e+00, -2.2800e-01,  ...,  2.0009e-05,
         6.5587e-03,  8.0706e-03])"	1
2605	"tensor([-1.2923e-01,  6.0637e-01,  7.0335e+00,  ...,  1.3870e-03,
         1.3528e-02,  6.8798e-03])"	1
