,document_name,sentence,potential_measurements,noun_phrases
636,S2211124712002884-705.txt,The average of values for control lines was set to 100%.,"[['PERCENT', 34, 36]]","[['The average', 24, 26], ['values', 27, 28], ['control lines', 29, 31], ['100%', 34, 36]]"
637,S0019103512004009-5033.txt,The H/H+ transition in the MC09 model occurs near 1.4Rp.,"[['PRODUCT', 7, 8], ['CARDINAL', 11, 12]]","[['The H/H+ transition', 0, 5], ['the MC09 model', 6, 9]]"
638,S0019103512004009-5033.txt,"If we replace the gray approximation with the full solar spectrum in this model, the H/H+ transition moves higher to 2–3Rp.","[['CARDINAL', 36, 37]]","[['we', 14, 15], ['the gray approximation', 16, 19], ['the full solar spectrum', 20, 24], ['this model', 25, 27], ['the H/H+ transition', 28, 33]]"
639,S0019103512004009-5033.txt,This is why the temperature at the 30 nbar level in the C2 model is 3800 K and not 1000 K.,"[['CARDINAL', 71, 72], ['PERSON', 79, 81]]","[['the temperature', 67, 69], ['the 30 nbar level', 70, 74], ['the C2 model', 75, 78], ['3800 K', 79, 81], ['not 1000 K.', 82, 85]]"
640,S0019103512004009-5033.txt,"In order to test the effect of higher temperatures in the lower thermosphere, we extended the MC09 model to p0 = 1 μbar (with T0 = 1300 K) and again used the full solar spectrum for heating and ionization.","[['PRODUCT', 102, 103], ['CARDINAL', 107, 108]]","[['order', 86, 87], ['the effect', 89, 91], ['higher temperatures', 92, 94], ['we', 99, 100], ['the MC09 model', 101, 104], ['T0', 111, 112], ['= 1300 K', 112, 115], ['the full solar spectrum', 119, 123], ['heating', 124, 125], ['ionization', 126, 127]]"
641,S0019103512004009-5033.txt,(2009) and Guo (2011) lead to an underestimated overall density of H and an overestimated ion fraction.,"[['DATE', 169, 170], ['PERSON', 172, 173], ['DATE', 174, 175]]","[['Guo', 172, 173], ['an underestimated overall density', 178, 182], ['H', 183, 184], ['an overestimated ion fraction', 185, 189]]"
642,S0019103512004009-5033.txt,"Thus their density profiles yield a H Lyman α transit depth of the order of 2–3% i.e., not significantly higher than the visible transit depth.","[['PERCENT', 205, 207]]","[['their density profiles', 191, 194], ['a H Lyman', 195, 198], ['α transit depth', 198, 201], ['the order', 202, 204], ['2–3%', 205, 207], ['the visible transit depth', 213, 217]]"
643,S2213671113000908-979.txt,"GFP-expressing H9, BBHX8, and A1ATD-1 cells were generated by stable transfection using lipofectamine 2000 (Invitrogen) as described previously (Vallier et al., 2001).","[['ORG', 0, 1], ['ORG', 3, 4], ['ORG', 5, 6], ['CARDINAL', 8, 9], ['PERSON', 25, 26], ['DATE', 30, 31]]","[['GFP-expressing H9', 0, 4], ['BBHX8', 5, 6], ['A1ATD-1 cells', 8, 10], ['stable transfection', 13, 15], ['lipofectamine', 16, 17], ['Vallier et al', 25, 28]]"
644,S2213671113000908-979.txt,"Wells were visually inspected 12 hr after plating, and wells containing a single GFP-positive hFSC were selected for clonal expansion.","[['CARDINAL', 72, 73], ['ORG', 82, 83]]","[['Wells', 68, 69], ['12 hr', 72, 74], ['wells', 78, 79], ['a single GFP-positive hFSC', 80, 86], ['clonal expansion', 89, 91]]"
645,S0167819113001051-1550.txt,As expected our design did not deadlock whereas a conventional unit deadlocked roughly 2% of the times that a glitch appears.,"[['PERCENT', 12, 15]]","[['our design', 2, 4], ['a conventional unit', 8, 11], ['roughly 2%', 12, 15], ['the times', 16, 18], ['a glitch', 19, 21]]"
646,S0032063312003054-2264.txt,"The gyroradius of heavy-ions with energies around ∼10eV at the location of the accelerated electron signature is around 100 km, which is of a similar spatial scale to the horizontal size of a closed crustal magnetic field line at 400 km.","[['QUANTITY', 132, 134]]","[['The gyroradius', 90, 92], ['heavy-ions', 93, 96], ['energies', 97, 98], ['the location', 101, 103], ['the accelerated electron signature', 104, 108], ['around 100 km', 109, 112], ['a similar spatial scale', 116, 120], ['the horizontal size', 121, 124], ['a closed crustal magnetic field line', 125, 131], ['400 km', 132, 134]]"
647,S1359645413009816-2243.txt,"Crystallite sizes were determined by a scanning electron microscope (LEO 1525 field emission scanning electron microscope, with a nominal resolution of 1.5 nm at 20 kV) equipped with a backscattering detector.","[['ORG', 10, 12], ['CARDINAL', 23, 24], ['CARDINAL', 26, 27]]","[['Crystallite sizes', 0, 2], ['a scanning electron microscope', 5, 9], ['LEO 1525 field emission', 10, 14], ['electron microscope', 15, 17], ['a nominal resolution', 19, 22], ['20 kV', 26, 28], ['a backscattering detector', 31, 34]]"
648,S1359645413009816-2243.txt,"For correlating the dilatometric length changes with modifications of microstructure, microscopy samples were prepared from the same part of the HPT disk as the dilatometric samples and subsequently annealed under identical conditions in the dilatometer up to predefined temperatures at a heating rate of 5 K/min, followed by rapid cooling to ambient temperature at a rate of about 30 K/min.","[['CARDINAL', 80, 81], ['CARDINAL', 96, 98]]","[['the dilatometric length changes', 37, 41], ['modifications', 42, 43], ['microstructure', 44, 45], ['microscopy samples', 46, 48], ['the same part', 51, 54], ['the HPT disk', 55, 58], ['the dilatometric samples', 59, 62], ['identical conditions', 66, 68], ['the dilatometer', 69, 71], ['predefined temperatures', 73, 75], ['a heating rate', 76, 79], ['5 K/min', 80, 84], ['rapid cooling', 87, 89], ['temperature', 91, 92], ['a rate', 93, 95], ['about 30 K/min', 96, 101]]"
649,S0927024813001955-679.txt,"A thin ZnO (<200 nm) film grown by Atmospheric Atomic Layer Deposition (AALD) in a matter of minutes was studied as a hole-blocking layer in poly(3-hexylthiophene-2,5-diyl):[6,6]-phenyl-C61-buyric acid methyl ester (P3HT:PCBM) based inverted solar cells.","[['CARDINAL', 5, 6], ['PERSON', 11, 15], ['TIME', 22, 23], ['PERSON', 45, 46]]","[['A thin ZnO', 0, 3], ['200 nm) film', 5, 9], ['Atmospheric Atomic Layer Deposition', 11, 15], ['(AALD', 15, 17], ['a matter', 19, 21], ['minutes', 22, 23], ['a hole-blocking layer', 26, 31], ['diyl):[6,6]-phenyl', 36, 37], ['P3HT:PCBM', 45, 48], ['inverted solar cells', 50, 53]]"
650,S0927024813001955-679.txt,"These AALD ZnO layers were compact, had a high electron mobility of 3.4+0.1 cm2/Vs, had up to 100% transmittance to visible light, and a good wettability for the blend.","[['CARDINAL', 67, 68], ['PERCENT', 75, 77]]","[['These AALD ZnO layers', 54, 58], ['a high electron mobility', 62, 66], ['3.4+0.1 cm2/Vs', 67, 73], ['up to 100% transmittance', 75, 80], ['visible light', 81, 83], ['a good wettability', 85, 88], ['the blend', 89, 91]]"
651,S0927024813001955-679.txt,The performance was also maintained after 200 days of storage in air in the dark.,"[['DATE', 129, 131]]","[['The performance', 123, 125], ['200 days', 129, 131], ['storage', 132, 133], ['air', 134, 135], ['the dark', 136, 138]]"
652,S0006322312001096-1271.txt,"We measured depressive symptoms using validated instruments, such as the General Health Questionnaire and CES-D, and information on prescribed antidepressant medication use (26,29,49).","[['ORG', 19, 23]]","[['We', 9, 10], ['depressive symptoms', 11, 13], ['validated instruments', 14, 16], ['the General Health Questionnaire', 19, 23], ['CES-D', 24, 27], ['information', 29, 30], ['prescribed antidepressant medication use', 31, 35]]"
653,S0006322312001096-1271.txt,"These instruments are not designed to make a psychiatric diagnosis of first or recurrent major depression (26,29); they defined only partially overlapping case populations and some misclassification occurred because antidepressants are also prescribed for conditions other than depression.","[['ORDINAL', 50, 51], ['CARDINAL', 56, 57]]","[['These instruments', 39, 41], ['a psychiatric diagnosis', 46, 49], ['first or recurrent major depression', 50, 55], ['they', 59, 60], ['only partially overlapping case populations', 61, 66], ['some misclassification', 67, 69], ['antidepressants', 71, 72], ['conditions', 76, 77], ['depression', 79, 80]]"
654,S0006322312001096-1271.txt,"Nevertheless, the associations of manifest CHD and stroke with depressive symptoms in our study are in agreement with previous research linking vascular disease to depressive symptoms and clinical depression (4,35–38,44).","[['ORG', 87, 88]]","[['the associations', 83, 85], ['manifest CHD', 86, 88], ['depressive symptoms', 91, 93], ['our study', 94, 96], ['agreement', 98, 99], ['previous research', 100, 102], ['vascular disease', 103, 105], ['symptoms', 107, 108], ['clinical depression', 109, 111]]"
655,S0006322312001096-1271.txt,"Furthermore, in a validation study of 274 elderly participants from our cohort, sensitivity and specificity of the questionnaire measures with depression diagnosed based on structured psychiatric interview as the criterion are high, almost 90% for CES-D depressive symptoms and approximately 80% for GHQ symptoms.","[['CARDINAL', 122, 123], ['PERCENT', 150, 153], ['PERCENT', 160, 163], ['ORG', 164, 165]]","[['a validation study', 118, 121], ['274 elderly participants', 122, 125], ['our cohort', 126, 128], ['sensitivity', 129, 130], ['specificity', 131, 132], ['the questionnaire measures', 133, 136], ['depression', 137, 138], ['structured psychiatric interview', 141, 144], ['the criterion', 145, 147], ['almost 90%', 150, 153], ['CES-D depressive symptoms', 154, 159], ['approximately 80%', 160, 163], ['GHQ symptoms', 164, 166]]"
656,S0006322312001096-1202.txt,"Second, at phases 7 and 9, depressive symptoms were also assessed using the Center for Epidemiologic Studies Depression Scale (CES-D) (note that CES-D was not included in earlier screening phases of our study) (29).","[['ORDINAL', 0, 1], ['CARDINAL', 4, 5], ['CARDINAL', 6, 7], ['ORG', 14, 21], ['CARDINAL', 44, 45]]","[['phases', 3, 4], ['depressive symptoms', 8, 10], ['the Center', 14, 16], ['Epidemiologic Studies', 17, 19], ['Depression Scale', 19, 21], ['CES', 22, 23], ['-D', 23, 25], ['CES-D', 29, 32], ['phases', 38, 39], ['our study', 40, 42]]"
657,S0006322312001096-1202.txt,"The 20 items of the CES-D measure symptoms associated with depression; participants are asked to score the frequency of occurrence of specific symptoms during the previous week on a four point scale (0 = less than one day, 1 = 1–2 days, 2 = 3–4 days, and 3 = 5–7 days).","[['CARDINAL', 48, 49], ['DATE', 74, 77], ['CARDINAL', 79, 80], ['CARDINAL', 83, 84], ['CARDINAL', 90, 91], ['CARDINAL', 95, 96], ['DATE', 97, 99], ['CARDINAL', 101, 102]]","[['The 20 items', 47, 50], ['the CES-D measure symptoms', 51, 57], ['depression', 59, 60], ['participants', 61, 62], ['the frequency', 66, 68], ['occurrence', 69, 70], ['specific symptoms', 71, 73], ['the previous week', 74, 77], ['a four point scale', 78, 82], ['1 = 1–2 days', 90, 94], ['2 = 3–4 days', 95, 99], ['3 = 5–7 days', 101, 105]]"
658,S0006322312001096-1202.txt,"These items are summed to yield a total score between 0 and 60, with participants scoring ≥16 defined as having CES-D depressive symptoms (30).","[['CARDINAL', 116, 120], ['ORG', 124, 125], ['CARDINAL', 134, 135]]","[['These items', 107, 109], ['a total score', 113, 116], ['participants', 122, 123], ['≥16', 124, 125], ['CES-D depressive symptoms', 128, 133]]"
659,S0006322312001096-1202.txt,"In a validation study of 274 Whitehall II participants, sensitivity and specificity were 89% and 86%, respectively, for CES-D depressive symptoms using a structured psychiatric interview as the criterion.","[['CARDINAL', 142, 143], ['PERCENT', 151, 153], ['PERCENT', 154, 156]]","[['a validation study', 138, 141], ['274 Whitehall II participants', 142, 146], ['sensitivity', 147, 148], ['specificity', 149, 150], ['89%', 151, 153], ['86%', 154, 156], ['CES-D depressive symptoms', 160, 165], ['a structured psychiatric interview', 166, 170], ['the criterion', 171, 173]]"
660,S2213671113000921-1279.txt,"Based on several previous publications (Khan et al., 2010, 2011), we explored the utility of adeno-associated virus (AAV) as a method to improve gene targeting efficiencies in hPSCs.","[['DATE', 11, 12], ['DATE', 13, 14], ['PRODUCT', 26, 27]]","[['several previous publications', 2, 5], ['Khan et al', 6, 9], ['.', 9, 10], ['we', 16, 17], ['the utility', 18, 20], ['adeno-associated virus', 21, 25], ['(AAV', 25, 27], ['a method', 29, 31], ['gene targeting efficiencies', 33, 36], ['hPSCs', 37, 38]]"
661,S2213671113000921-1279.txt,"For SOX2, a gene that is highly expressed in undifferentiated hPSCs, gene targeting rates were greater than 70%.","[['ORG', 40, 41], ['PERCENT', 56, 60]]","[['SOX2', 40, 41], ['a gene', 42, 44], ['undifferentiated hPSCs', 49, 51], ['gene targeting rates', 52, 55], ['greater than 70%', 56, 60]]"
662,S2213671113000921-1279.txt,"Similar targeting efficiencies in hPSCs using AAV have been reported by others (Asuri et al., 2012; Khan et al., 2010, 2011;","[['PRODUCT', 67, 68], ['GPE', 74, 75], ['DATE', 79, 80], ['PERSON', 81, 82], ['DATE', 86, 87], ['DATE', 88, 89]]","[['Similar targeting efficiencies', 61, 64], ['hPSCs', 65, 66], ['AAV', 67, 68], ['others', 72, 73], ['Asuri et al', 74, 77], ['Khan et al', 81, 84]]"
663,S2213671113000921-1279.txt,"Smith-Arica et al., 2003), indicating that AAV offers a highly efficient and robust approach to target genes for HR in hPSCs.","[['ORG', 90, 95], ['DATE', 97, 98], ['PRODUCT', 102, 103]]","[['Smith', 90, 91], ['Arica', 92, 93], ['et al', 93, 95], ['AAV', 102, 103], ['a highly efficient and robust approach', 104, 110], ['target genes', 111, 113], ['HR', 114, 115], ['hPSCs', 116, 117]]"
664,S0016236113008041-3012.txt,The fate of trace elements was investigated in a 90 kW oxy-combustion pilot plant fed with coal and limestone [7].,"[['CARDINAL', 9, 10]]","[['The fate', 0, 2], ['trace elements', 3, 5], ['a 90 kW oxy-combustion pilot plant', 8, 16], ['coal', 18, 19], ['limestone', 20, 21]]"
665,S0016236113008041-3012.txt,"It was shown that 82% of elemental Hg was emitted in the exhaust gas, as was 81% of Cl.","[['PERCENT', 29, 31], ['PERCENT', 43, 45]]","[['It', 25, 26], ['82%', 29, 31], ['elemental Hg', 32, 34], ['the exhaust gas', 37, 40], ['81%', 43, 45], ['Cl', 46, 47]]"
666,S1389128612002496-6119.txt,12 shows the results for the AWI LDDoS attack.,"[['CARDINAL', 2, 3], ['ORG', 8, 9]]","[['the results', 4, 6], ['the AWI LDDoS attack', 7, 11]]"
667,S1389128612002496-6119.txt,"However, as Tb decreases (from 10 ms to 0.1 ms), the average CAS of the attack flows under the CAS-based approach also decreases.","[['CARDINAL', 44, 45], ['CARDINAL', 47, 48], ['ORG', 53, 54], ['ORG', 60, 61]]","[['Tb', 40, 41], ['10 ms to 0.1 ms', 44, 49], ['the average CAS', 51, 54], ['the attack', 55, 57], ['the CAS-based approach', 59, 64]]"
668,S1389128612002496-6119.txt,"When Tb is around 0.5 ms, the average CAS of the normal TCP flows and the LDDoS flows is about the same.","[['CARDINAL', 71, 72], ['ORG', 76, 77]]","[['Tb', 68, 69], ['around 0.5 ms', 70, 73], ['the average CAS', 74, 77], ['the normal TCP flows', 78, 82], ['the LDDoS flows', 83, 86]]"
669,S0038071713001971-1388.txt,Majority (55%) of OTUs in healthy soils were stimulated (encouraged) by a certain set of soil variables but the majorities (63%) in diseased soils were inhibited (discouraged) (Table 1).,"[['PERCENT', 32, 34], ['PERCENT', 56, 58]]","[['Majority', 30, 31], ['55%', 32, 34], ['OTUs', 36, 37], ['healthy soils', 38, 40], ['a certain set', 46, 49], ['soil variables', 50, 52], ['the majorities', 53, 55], ['63%', 56, 58], ['diseased soils', 60, 62], ['(Table', 67, 69]]"
670,S0378383912000130-3907.txt,"The numerical study shows that when the upwards-driven wetting front has reached the level of the bed surface of the 1.5 mm beach, a pathway is created to release the air, at a higher pressure than atmospheric pressure, entrapped within the beach.","[['QUANTITY', 22, 24]]","[['The numerical study', 0, 3], ['the upwards-driven wetting front', 6, 12], ['the level', 14, 16], ['the bed surface', 17, 20], ['the 1.5 mm beach', 21, 25], ['a pathway', 26, 28], ['the air', 32, 34], ['a higher pressure', 36, 39], ['atmospheric pressure', 40, 42], ['the beach', 45, 47]]"
671,S0025322712001600-2230.txt,► We examine a high resolution multi-proxy physical properties from two marine cores.,"[['CARDINAL', 12, 13]]","[['We', 1, 2], ['a high resolution multi-proxy physical properties', 3, 11], ['two marine cores', 12, 15]]"
672,S0025322712001600-2230.txt,► Little correlation between physical proxies and climate in early Holocene ► Reworking probable cause of poor correlation in Early Holocene ► Possible anthropogenic influence on sedimentation in the last 200 years,"[['ORG', 16, 18], ['PERSON', 26, 29], ['DATE', 44, 48]]","[['► Little correlation', 16, 19], ['physical proxies', 20, 22], ['climate', 23, 24], ['early Holocene ►', 25, 28], ['probable cause', 29, 31], ['poor correlation', 32, 34], ['Early Holocene ► Possible anthropogenic influence', 35, 41], ['sedimentation', 42, 43], ['the last 200 years', 44, 48]]"
673,S016412121300188X-4436.txt,"Following prior empirical work (Binkley and Harman, 2005; Harman et al., 2009; Islam et al., 2010a,b), a threshold of 10% is used.","[['ORG', 26, 29], ['DATE', 30, 31], ['DATE', 37, 38], ['ORG', 39, 40], ['DATE', 44, 45], ['PERCENT', 52, 54]]","[['prior empirical work', 22, 25], ['(Binkley', 25, 27], ['Harman', 28, 29], ['Harman et al', 32, 35], ['Islam et al', 39, 42], ['2010a', 44, 45], ['a threshold', 49, 51], ['10%', 52, 54]]"
674,S016412121300188X-4436.txt,"In other words, a program is said to contain a large coherent cluster if 10% of the program's SDG vertices produce the same backward slice as well as the same forward slice.","[['PERCENT', 72, 74], ['ORG', 78, 79]]","[['other words', 58, 60], ['a program', 61, 63], ['a large coherent cluster', 67, 71], ['10%', 72, 74], [""the program's SDG vertices"", 75, 80], ['the same backward slice', 81, 85], ['the same forward slice', 88, 92]]"
675,S0019103513005058-3154.txt,"Soluble sulfate was present at 1.3 ± 0.5 wt.% (Kounaves et al., 2010b), along with cations of sodium, potassium, calcium and magnesium.","[['CARDINAL', 31, 32], ['DATE', 41, 42]]","[['Soluble sulfate', 26, 28], ['1.3 ±', 31, 33], ['0.5 wt.%', 33, 35], ['Kounaves', 36, 37], ['et al', 37, 39], ['cations', 46, 47], ['sodium', 48, 49], ['potassium', 50, 51], ['calcium', 52, 53], ['magnesium', 54, 55]]"
676,S0019103513005058-3154.txt,"The most surprising result was the presence of perchlorate (ClO4-) at an inferred concentration in the soil of ∼0.5 wt.% (Hecht et al., 2009;","[['EVENT', 76, 78], ['DATE', 84, 85]]","[['The most surprising result', 56, 60], ['the presence', 61, 63], ['perchlorate', 64, 65], ['an inferred concentration', 69, 72], ['the soil', 73, 75], ['wt.%', 77, 78], ['Hecht', 79, 80], ['et al', 80, 82]]"
677,S0019103513005058-3154.txt,"Kounaves et al., 2010a).","[['DATE', 91, 92]]","[['Kounaves et al', 86, 89]]"
678,S0019103513005058-3154.txt,"The dominance of Mg(ClO4)2 is consistent with simulations of evaporation and freezing at the Phoenix landing site (Marion et al., 2010); however, further analysis of data from the WCL suggests that Ca(ClO4)2 may be the dominant form of perchlorate (Kounaves et al., 2012).","[['GPE', 108, 109], ['DATE', 117, 118], ['DATE', 145, 146]]","[['The dominance', 94, 96], ['Mg(ClO4)2', 97, 98], ['simulations', 101, 102], ['evaporation', 103, 104], ['freezing', 105, 106], ['the Phoenix landing site', 107, 111], ['Marion et al', 112, 115], ['further analysis', 122, 124], ['data', 125, 126], ['the WCL', 127, 129], ['Ca(ClO4)2', 131, 132], ['the dominant form', 134, 137], ['perchlorate', 138, 139], ['Kounaves et al', 140, 143]]"
679,S0019103513005058-3154.txt,"The perchlorate-sensitive electrode in the WCL experiment was also sensitive to nitrate, but it was 1000 times more sensitive to perchlorate.","[['CARDINAL', 166, 167]]","[['The perchlorate-sensitive electrode', 148, 153], ['the WCL experiment', 154, 157], ['it', 164, 165], ['perchlorate', 171, 172]]"
680,S0019103513005058-3154.txt,"Thus, the methodology precluded the detection of nitrate because the signal would have required a mass of nitrate that exceeded the mass of the sample (Hecht et al., 2009).","[['DATE', 205, 206]]","[['the methodology', 175, 177], ['the detection', 178, 180], ['nitrate', 181, 182], ['the signal', 183, 185], ['a mass', 188, 190], ['nitrate', 191, 192], ['the mass', 194, 196], ['the sample', 197, 199], ['Hecht et al', 200, 203]]"
681,S0019103513005058-3154.txt,"Recently, the MSL mission has also confirmed the presence of perchlorate using pyrolysis as part of the SAM experiment (Steininger et al., 2013).","[['GPE', 211, 212], ['ORG', 226, 227], ['DATE', 234, 235]]","[['the MSL mission', 210, 213], ['the presence', 216, 218], ['perchlorate', 219, 220], ['pyrolysis', 221, 222], ['part', 223, 224], ['the SAM experiment', 225, 228], ['Steininger et al', 229, 232]]"
682,S0019103513005058-3154.txt,"Specifically, pyrolysis showed release of chloromethane and O2 from heated soil samples at the Rocknest location, which is consistent with the decomposition of perchlorate (Sutter et al., 2013).","[['CARDINAL', 245, 246], ['ORG', 252, 253], ['DATE', 269, 270]]","[['pyrolysis', 239, 240], ['release', 241, 242], ['chloromethane', 243, 244], ['O2', 245, 246], ['heated soil samples', 247, 250], ['the Rocknest location', 251, 254], ['the decomposition', 259, 261], ['perchlorate', 262, 263], ['Sutter et al', 264, 267]]"
683,S0019103513005058-3154.txt,"If all of the evolved O2 was released from perchlorate, then the samples contained a comparable amount of perchlorate to the samples at the Phoenix landing site (Leshin et al., 2013).","[['CARDINAL', 277, 278], ['GPE', 297, 298], ['DATE', 306, 307]]","[['the evolved O2', 275, 278], ['perchlorate', 281, 282], ['the samples', 284, 286], ['a comparable amount', 287, 290], ['perchlorate', 291, 292], ['the samples', 293, 295], ['the Phoenix landing site', 296, 300], ['Leshin et al', 301, 304]]"
684,S0019103513005058-3154.txt,"Furthermore, reanalysis of the Viking thermal volatilization experiments suggest ⩽1.6% perchlorate at both Viking 1 and Viking 2 landing sites (Navarro-Gonzalez et al., 2010); however, this has been subject to some debate (Biemann and Bada, 2011).","[['PERCENT', 319, 321], ['CARDINAL', 325, 326], ['ORG', 332, 335], ['DATE', 339, 340], ['DATE', 356, 357]]","[['reanalysis', 311, 312], ['the Viking thermal volatilization experiments', 313, 318], ['% perchlorate', 320, 322], ['2 landing sites', 328, 331], ['Navarro-Gonzalez et al', 332, 337], ['some debate', 349, 351], ['Biemann', 352, 353], ['Bada', 354, 355]]"
685,S0019103513005058-3154.txt,"Native perchlorate has also recently been measured in the martian meteorite EETA79001, albeit at a level <1 ppm by mass (Kounaves et al., 2014).","[['DATE', 387, 388]]","[['Native perchlorate', 359, 361], ['the martian', 367, 369], ['EETA79001', 370, 371], ['a level', 374, 376], ['mass', 380, 381], ['Kounaves et al', 382, 385]]"
686,S0921818113002245-859.txt,The coring location at the lakes deepest point of approximately 19 m is marked by the white circle.,"[['CARDINAL', 33, 35]]","[['The coring location', 24, 27], ['the lakes', 28, 30], ['deepest point', 30, 32], ['approximately 19 m', 33, 36], ['the white circle', 39, 42]]"
687,S0921818113002245-859.txt,(2003).,"[['DATE', 67, 68]]",[]
688,S0031405612000728-769.txt,Principal component analysis of fungal TRFs for (A) all seven months combined and (B) for month 7 only.,"[['DATE', 19, 21]]","[['Principal component analysis', 0, 3], ['fungal TRFs', 4, 6], ['(A', 7, 9], ['(B', 15, 17], ['month', 19, 20]]"
689,S0006322312001096-1260.txt,"In the Health, Aging and Body Composition study of adults aged 70 or higher, a score combining selected vascular risk factors (body mass index, metabolic syndrome, smoking, and ankle arm index) and vascular diseases predicted higher 2-year incidence of elevated depressive symptoms (7).","[['DATE', 38, 39], ['DATE', 69, 72]]","[['the Health, Aging and Body Composition study', 27, 35], ['adults', 36, 37], ['a score', 42, 44], ['selected vascular risk factors', 45, 49], ['body mass index', 50, 53], ['metabolic syndrome', 54, 56], ['smoking', 57, 58], ['ankle arm index', 60, 63], ['vascular diseases', 65, 67], ['higher 2-year incidence', 68, 73], ['elevated depressive symptoms', 74, 77]]"
690,S0006322312001096-1260.txt,"In the Rotterdam study of older adults followed up for 6 years (11), none of the objective atherosclerosis measures was linked with subsequent depression.","[['PERSON', 108, 109], ['DATE', 116, 118], ['CARDINAL', 119, 120]]","[['the Rotterdam study', 107, 110], ['older adults', 111, 113], ['6 years', 116, 118], ['none', 122, 123], ['the objective atherosclerosis measures', 124, 128], ['subsequent depression', 131, 133]]"
691,S0006322312001096-1260.txt,This null finding was evident irrespective of whether assessment of depression was based on CES-D or a clinical diagnosis obtained from a psychiatric interview (11).,"[['CARDINAL', 161, 162]]","[['This null finding', 134, 137], ['assessment', 142, 143], ['depression', 144, 145], ['CES-D', 148, 151], ['a clinical diagnosis', 152, 155], ['a psychiatric interview', 157, 160]]"
692,S0006322312001096-1260.txt,"Similarly, in the Leiden 85+ prospective cohort study, ratings of generalized atherosclerosis were not associated with depressive symptoms (43).","[['GPE', 168, 169], ['CARDINAL', 186, 187]]","[['the Leiden', 167, 169], ['prospective cohort study', 171, 174], ['ratings', 175, 176], ['generalized atherosclerosis', 177, 179], ['depressive symptoms', 183, 185]]"
693,S0032386113005454-2865.txt,"However, these fracture surfaces are rougher than those of the unmodified epoxy, and scanning electron micrographs of the deformation zone for the 10 wt% and 20 wt% S-CSR-modified epoxy polymers are shown in Fig.","[['CARDINAL', 48, 49], ['CARDINAL', 51, 52], ['PERSON', 63, 64]]","[['these fracture surfaces', 26, 29], ['the unmodified epoxy', 34, 37], ['electron micrographs', 40, 42], ['the deformation zone', 43, 46], ['the 10 wt%', 47, 50], ['20 wt% S-CSR-modified epoxy polymers', 51, 60], ['Fig', 63, 64]]"
694,S0032386113005454-2865.txt,13.,"[['CARDINAL', 65, 66]]",[]
695,S0032386113005454-2865.txt,13.,"[['CARDINAL', 90, 91]]",[]
696,S0032386113005454-2865.txt,The mean diameter of these cavities was measured to be 0.296 μm.,"[['CARDINAL', 121, 122]]","[['The mean diameter', 111, 114], ['these cavities', 115, 117], ['0.296 μm', 121, 123]]"
697,S0032386113005454-2865.txt,"This is significantly larger than the mean diameter of the S-CSR particles measured from the AFM images, which was 0.18 μm.","[['ORG', 141, 142], ['CARDINAL', 146, 147]]","[['the mean diameter', 129, 132], ['the S-CSR particles', 133, 138], ['the AFM images', 140, 143], ['0.18 μm', 146, 148]]"
698,S0032386113005454-2865.txt,This is one of the main toughening mechanisms for such thermoset polymers toughened by the presence of well-dispersed rubber particles.,[],"[['the main toughening mechanisms', 175, 179], ['such thermoset polymers', 180, 183], ['the presence', 185, 187], ['well-dispersed rubber particles', 188, 193]]"
699,S0032386113005454-2865.txt,14 and 15.,"[['CARDINAL', 316, 317], ['CARDINAL', 318, 319]]",[]
700,S0167577X14001256-517.txt,"The 3DAP observation conditions were as follows: laser energy of 0.5–0.6 nJ, a laser-pulse repetition rate of 250 kHz, a DC bias voltage of 4–7 kV, and a specimen temperature of 55 K. The DC voltage was automatically controlled to keep a constant evaporation rate of 0.4% at constant energy of the laser pulse.","[['ORG', 51, 52], ['CARDINAL', 61, 62], ['ORG', 62, 63], ['CARDINAL', 71, 72], ['GPE', 75, 76], ['CARDINAL', 79, 80], ['CARDINAL', 87, 88], ['GPE', 90, 91], ['PERCENT', 102, 104]]","[['The 3DAP observation conditions', 50, 54], ['laser energy', 58, 60], ['0.5–0.6 nJ', 61, 63], ['a laser-pulse repetition rate', 64, 70], ['250 kHz', 71, 73], ['a DC bias voltage', 74, 78], ['4–7 kV', 79, 81], ['a specimen temperature', 83, 86], ['55 K. The DC voltage', 87, 92], ['a constant evaporation rate', 97, 101], ['0.4%', 102, 104], ['constant energy', 105, 107], ['the laser pulse', 108, 111]]"
701,S0167577X14001256-517.txt,"Orientations of the screw dislocations were defined with high accuracy on the basis of {111} planes of stacking faults, which were observed while mapping the same atom.","[['CARDINAL', 168, 169]]","[['Orientations', 153, 154], ['the screw dislocations', 155, 158], ['high accuracy', 161, 163], ['the basis', 164, 166], ['{111} planes', 167, 171], ['faults', 173, 174], ['the same atom', 180, 183]]"
702,S0167577X14001256-517.txt,Details of the methods were explained in our previous paper [7].,"[['CARDINAL', 195, 196]]","[['Details', 184, 185], ['the methods', 186, 188], ['our previous paper', 191, 194]]"
703,S0960148113004989-3277.txt,The simulation time consisted of one P = 12 h sinusoidal period with a time step of Δt =,"[['CARDINAL', 24, 25], ['CARDINAL', 27, 28]]","[['The simulation time', 19, 22], ['one P', 24, 26], ['a time step', 32, 35], ['Δt', 36, 37]]"
704,S0960148113004989-3277.txt,864,"[['CARDINAL', 38, 39]]",[]
705,S0960148113004989-3277.txt,s.,[],[]
